tic,settledate,cret,car,bhar,number,classend,ceyr,month,gap,lgap,settleamt,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,M2B_st,classification,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,M2B_ce,PRC,VOL,SHROUT,sprtrn,vt,share turnover,abnormal volume,abnormal share turnover,skewness
LSCC,2006-08-02,26.57480119,22.20062357,24.64245736,103237,2004-04-19,2004,8,835,6.7274318,3.5,2006,2006,16597.0,2006-12-31,2006.0,725.9060000000002,13.673,509.572,89.12,23.206,109.6,-12.492,245.459,,0.4,218.317,,742.1285,3674.0,12.0,277.077,-58.75999999999999,-54.029,55.40099999999998,13.785000000000007,6.587420529857957,0.12277071686967732,1.0223479348565792,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004.0,810.9060000000002,10.725,542.591,169.0,60.731,169.0,-63.034,225.832,,1.0,328.483,,647.577,2.249,326.23400000000004,7.349,-340.26199999999994,15.022,6.698152141109228,0.20840886613244936,0.7985845461742791,5.62,860660.0,114327.0,0.6003999999999999,1268080.3666666667,11.091696333033026,-407420.3666666667,-3.5636408430787716,0
SLR,2005-11-28,3.40909465,4.16314646,3.927655080000001,102730,2002-09-26,2002,11,1159,7.055312599999999,15.0,2005,2005,17110.0,2005-08-31,2005.0,5257.8,150.4,2444.2,540.9,193.3,706.6,159.5,10441.1,,14.7,2009.4,,3927.39,3672.0,8.0,2507.3,-497.90000000000015,139.4,685.6000000000001,,8.56746796728986,0.1028757274905854,0.7469645098710487,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,3.61,5926600.0,972244.0,-0.8508,5227155.0,5.376381854760739,699445.0,0.7194130280053156,0
CSCO,2006-08-28,2.08531047,-1.8637148000000001,-1.959151,101803,2001-02-06,2001,8,2029,7.615298299999999,99.25,2006,2006,20779.0,2006-07-31,2006.0,43315.0,772.0,23912.0,6332.0,1293.0,6332.0,7087.0,28484.0,,1642.0,14363.0,148.0,108334.92,3576.0,7.0,3520.0,10843.0,7442.0,-4877.0,8613.0,10.67625427432424,0.14618492439108854,2.5010947708645963,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,21.41,35729602.0,6059442.0,0.5166,48747465.125,8.04487692513601,-13017863.125,-2.1483600511400223,0
THOR,2006-08-23,5.52799929,-15.797736400000002,-17.9825933,103197,2004-06-29,2004,8,785,6.6656837,3.375,2006,2006,10550.0,2006-12-31,2006.0,591.135,24.498,365.073,143.75,20.292,143.75,-0.098,214.133,-0.447,2.053,265.691,,919.9438,3845.0,12.0,269.293,-3.6020000000000323,20.627,-2.7549999999999666,-34.67100000000001,6.382044417716701,0.24317626261344705,1.55623300938026,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004.0,524.415,5.812,292.108,143.75,18.782,143.75,5.707000000000002,172.34099999999995,-0.733,1.114,206.25,,504.0675,,,1096.0,,,6.262283355599448,0.2741149662004329,0.9611996224364292,14.93,587262.0,51944.0,-0.44889999999999997,722202.075,13.90347441475435,-134940.07499999995,-2.597799072077621,0
TTI,2010-07-21,8.76826882,-2.8204144,-2.7129189,103969,2007-10-16,2007,7,1009,6.9167151,8.25,2010,2010,21237.0,2010-12-31,2010.0,1299.628,107.684,516.323,305.035,148.02200000000005,305.035,-58.966,872.678,2.541,29.095,198.106,,905.586,1389.0,12.0,148.343,49.76300000000001,72.274,-97.486,132.811,7.1698333486536505,0.2347094707100801,0.6968040085316722,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2007.0,1295.536,276.074,447.919,358.024,129.844,358.024,30.012,982.483,1.2,12.184,181.441,,1157.9565,246.33900000000003,-64.89800000000005,165.30900000000003,-63.50399999999996,-106.696,7.1666797881147195,0.27635202726902225,0.8938049579479073,9.83,913100.0,75678.0,-1.2819999999999998,892998.3333333334,11.799972691314958,20101.666666666628,0.2656210083071253,0
MRX,2011-09-21,-3.1530714,-4.2211027,-3.9587884,104120,2008-09-24,2008,9,1092,6.9957661999999985,18.0,2011,2011,21186.0,2011-12-31,2011.0,1451.9589999999996,6.1789999999999985,831.9830000000002,0.181,32.609,169.326,202.38,721.1260000000002,-2.5,59.9,-23.643,4.668,1895.0838,2834.0,12.0,627.182,-650.825,219.287,819.735,-33.213,7.280668958071471,0.00012465916737318346,1.3051909867978368,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2008.0,973.434,11.09,603.694,169.326,27.698,169.326,76.467,517.75,,87.8,307.635,,788.3802,422.971,-115.336,106.145,120.61100000000002,212.32399999999996,6.880830025903792,0.17394707807617155,0.8098958943287372,36.89,828900.0,61312.0,-2.939,1228428.3333333333,20.035691762352123,-399528.33333333326,-6.516315457550451,0
REGN,2005-09-09,10.72797112,18.49459733,18.41490288,102795,2003-03-30,2003,9,894,6.7957058,4.7,2005,2005,23812.0,2005-12-31,2005.0,423.501,4.964,114.002,200.0,15.504,200.0,-122.208,66.193,,,301.035,,897.3801,2834.0,12.0,309.816,-8.780999999999949,5.646,,,6.04855587536441,0.4722539025881876,2.11895627164989,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,8.41,214456.0,53768.0,0.7965,368386.36666666664,6.851405420820314,-153930.36666666664,-2.862862049298219,0
PNRA,2011-02-11,19.27599325,20.88846038,21.19702724,103920,2006-07-26,2006,2,1661,7.415175,5.75,2011,2011,24113.0,2011-12-31,2011.0,1027.322,107.932,655.076,1.487,79.899,1.673,225.259,1822.032,-5.0,80.572,114.785,,4193.8511,5812.0,12.0,119.169,-4.3839999999999995,185.069,121.03800000000004,163.90900000000002,6.9347106953535675,0.0014474526974015936,4.082314113783215,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2006.0,542.609,109.296,397.666,0.0,44.166,,90.792,828.971,,42.227,18.008,0.0,1774.807,15.909,2.0989999999999984,81.095,-18.664,-4.50500000000001,6.296388986891548,0.0,3.270876450630196,116.11,4706924.0,29007.0,0.5507,413172.89166666666,14.243902908493352,4293751.108333333,148.02465295733214,0
RTK,2011-03-23,2.45901382,0.3128534,0.14039807,104420,2009-12-15,2009,3,463,6.1377273,1.8,2011,2011,23898.0,2011-09-30,2011.0,254.674,39.402,-19.628,155.22899999999996,11.836,193.677,16.339000000000002,180.063,,0.013,36.332,,174.3037,2870.0,9.0,22.656,13.676000000000002,-24.785,-24.916000000000004,-52.261,5.539984295895338,0.6095204064804416,0.684418904167681,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2009.0,200.9,18.422,49.199,57.96100000000001,9.758,94.401,13.876,183.0,,0.03,10.591,,344.5675,15.479,-4.888000000000002,-48.094,10.07,-47.059,5.302807271820889,0.2885067197610752,1.7151194624191142,1.23,1251400.0,222210.0,0.2914,1471696.6666666667,6.6229992649595735,-220296.66666666674,-0.9913895264239536,0
SPNC,2010-09-07,4.06503669,1.42868696,1.17554101,104114,2008-09-04,2008,9,733,6.597145599999998,8.5,2010,2010,24853.0,2010-12-31,2010.0,93.695,3.877,74.498,0.0,9.386,,2.6210000000000004,117.917,,0.187,40.512,0.0,171.2656,3845.0,12.0,32.958,7.554000000000002,-1.841,0.3890000000000001,3.6790000000000007,4.5400448260276285,0.0,1.827905437856876,PRODUCT LIABILITY RELATED FRAUD,0,0,0,0,1,2008.0,107.096,5.132999999999999,90.984,0.0,6.893,,0.022,104.01,,0.433,32.668,0.0,83.6166,58.387,-25.719,0.056,27.068,-6.1190000000000015,4.673725628483597,0.0,0.7807630537088219,5.19,190696.0,33119.0,-1.1470999999999998,95251.55833333333,2.8760396851756798,95444.44166666667,2.8818636331612266,0
GILD,2010-06-28,-2.7645955,3.3428773100000004,3.16402867,102914,2003-10-28,2003,6,2435,7.7977018,8.25,2010,2010,24856.0,2010-12-31,2010.0,11592.63,61.88399999999999,5863.729,2838.573,127.14,3477.5640000000008,4138.247,7949.42,,1129.577,3243.132,,29064.4075,2836.0,12.0,2940.927,302.20499999999987,3589.54,2771.7209999999995,2859.5809999999997,9.358124830349816,0.24486013958868694,2.507145272470527,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,35.77,6638497.0,889915.0,-0.20339999999999997,12824576.15,14.411012456245821,-6186079.15,-6.951314619935612,0
PLMD,2007-05-09,-2.1185308999999997,1.1817081100000002,1.08329545,101644,2000-11-17,2000,5,2364,7.7681103,5.5,2007,2007,25000.0,2007-03-31,2006.0,477.446,10.135,161.916,238.711,24.347,239.515,63.978,675.487,-1.533,12.307,117.86,,961.5683,5961.0,3.0,120.862,-3.002000000000009,62.283,68.885,82.01799999999999,6.1684510645205055,0.4999748662675989,2.0139833614691507,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,41.64,117474.0,22716.0,0.3223,228701.24166666667,10.067848286083231,-111227.24166666667,-4.896427261254916,0
EP,2006-10-26,-1.4367801999999998,8.037385599999999,7.48718488,102509,2002-05-29,2002,10,1611,7.3846102,273.0,2006,2006,4242.0,2006-12-31,2006.0,27261.0,2164.0,3436.0,13329.0,1047.0,,1427.0,4281.0,,77.0,1016.0,,10651.963,4922.0,12.0,473.0,543.0,-101.0,-310.0,-133.0,10.213212388363457,0.4889402443050512,0.3907399948644584,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,13.93,5154700.0,695949.0,0.4963,5763833.333333333,8.281976600775822,-609133.333333333,-0.8752557059976134,0
STEL,2005-08-24,12.64979747,11.37135989,11.87441191,102857,2002-04-01,2002,8,1241,7.123672999999998,12.0,2005,2005,65483.0,2005-12-31,2005.0,1505.184,,136.105,40.619,3.608,,,95.728,,,,,258.4432,6020.0,12.0,,,33.634,,,7.316670428846151,0.02698606947722006,0.17170206433233412,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,7.47,71666.0,28005.0,-0.6554000000000001,126278.73333333334,4.509149556626793,-54612.73333333334,-1.9501065285960841,0
ADAT,2011-01-27,-6.382978400000001,30.37681127,22.97353311,103450,2005-05-27,2005,1,2071,7.635787,1.9,2011,2011,25241.0,2011-06-30,2011.0,10.835,0.611,4.474,0.0,1.169,,-7.151,2.795,,0.0,4.939,0.0,55.5876,7372.0,6.0,2.5540000000000003,2.385,-8.841000000000003,-8.978,-4.086000000000001,2.3827816349883224,0.0,5.1303737886479,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005.0,79.709,1.252,72.359,0.004,1.44,0.076,-14.18,17.553,,0.001,60.006,,91.5013,72.557,-12.551000000000002,-9.581,-1.4419999999999975,,4.378382502883781,5.018253898555998e-05,1.147941888619855,0.45,106486.0,45986.0,0.22440000000000004,85372.875,1.8564970860696735,21113.125,0.45912071065106774,0
SHFL,2010-02-02,-0.7633555000000001,5.8056816,6.03626486,103771,2007-03-12,2007,2,1058,6.9641356,13.0,2010,2010,25980.0,2010-10-31,2010.0,303.96,25.249,186.148,66.262,22.868,66.262,38.042,201.302,-2.2,6.11,58.628,,504.8465,3990.0,10.0,59.272,-0.6439999999999984,25.075,30.195,-22.5,5.716896113801584,0.2179957889195947,1.6608978155020395,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2007.0,359.767,12.859000000000002,87.634,232.698,19.421,236.63,24.582,178.851,,8.475,61.768,,481.5086,-18.895,80.663,42.06100000000001,-57.994,114.367,5.885456599689214,0.6468019579338851,1.3383901247196102,9.09,1941072.0,53608.0,1.2973,390044.74166666664,7.275868185096751,1551027.2583333333,28.932757393175148,0
CRY,2005-08-29,10.1671314,21.89457081,21.72670711,102490,2002-06-26,2002,8,1160,7.056175200000001,23.25,2005,2005,27823.0,2005-12-31,2005.0,76.809,0.989,50.618,0.0,4.759,0.5539999999999999,-8.574,69.282,-10.664,0.21600000000000005,23.922,,82.4646,3842.0,12.0,19.689,4.232999999999997,-21.819000000000006,-9.252999999999997,37.7,4.341321820787708,0.0,1.0736319962504397,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,7.65,65000.0,23714.0,0.5958,111905.83333333333,4.718977537881982,-46905.83333333333,-1.9779806584015067,0
APSG,2009-04-02,-3.0436959,-12.7803669,-13.6540513,103393,2005-02-22,2005,4,1500,7.3132205,2.7,2009,2009,27997.0,2009-10-31,2009.0,171.0,5.415,139.025,2.5,6.3610000000000015,3.929,22.87,202.615,,8.668,87.185,,270.6934,3663.0,10.0,82.61399999999998,4.571000000000012,12.787,10.576999999999991,0.8430000000000151,5.14166355650266,0.014619883040935672,1.5830023391812866,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005.0,134.32299999999998,6.8820000000000014,97.932,8.215,3.994,9.644,14.831,156.061,,4.466,63.188,,197.8205,76.65899999999998,-13.470999999999991,17.37,20.947999999999983,2175.120000000001,4.900247347242918,0.06115855065774292,1.4727224674850925,21.48,165003.0,12984.0,2.8727,139447.81666666668,10.739973557198605,25555.18333333332,1.968205740398438,0
JAH,2009-01-20,-6.2447320999999985,42.69424396,35.014221039999995,103569,2006-01-11,2006,1,1105,7.0076008000000005,8.0,2009,2009,27980.0,2009-12-31,2009.0,6023.6,107.4,1766.8,2145.9,130.3,2416.2,462.1,5152.6,,64.3,1503.5,,2788.082000000001,3089.0,12.0,1374.7,128.79999999999995,489.1,291.9000000000001,347.49999999999994,8.703440366212664,0.35624875489740354,0.4628597516435354,ACQUISITION RELATED FRAUD,0,0,0,0,0,2006.0,3882.6,68.8,1257.4,1421.8,66.4,1441.0,352.6,3846.3,,32.9,839.6,,2490.964,749.92,89.68000000000006,217.606,227.61999999999995,-373.088,8.264260311291276,0.3661979086179365,0.6415711121413485,10.47,1504100.0,76562.0,-5.281599999999999,1317008.3333333333,17.20185383523593,187091.66666666674,2.4436622171138,0
SCON,2005-03-22,-26.0789213,-20.395769100000006,-18.0593336,103055,2004-03-01,2004,3,386,5.9558372,4.0,2005,2005,27913.0,2005-12-31,2005.0,52.045,0.261,47.257,0.014,2.877,0.033,-12.568,24.209,,,17.218,,53.6786,3670.0,12.0,16.146,1.0719999999999992,-24.914,,,3.952108728967432,0.0002689979825151311,1.0313882217311945,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004.0,62.358,1.812,49.249,0.033,3.463,0.076,-24.914,23.004,,,16.146,,149.7183,85.40100000000002,-69.25500000000001,8.865,,7.3369999999999935,4.13289197183434,0.0005292023477340516,2.4009477532954877,0.67,718256.0,107711.0,-1.0196,2210981.091666667,20.526975811817426,-1492725.0916666668,-13.85861324903368,0
SGY,2010-01-11,-12.122811500000001,0.29438996999999995,-0.34489400000000003,103546,2005-10-06,2005,1,1558,7.351158099999999,10.5,2010,2010,28564.0,2010-12-31,2010.0,1679.09,404.716,430.357,575.0,282.67,575.0,161.567,654.268,,26.525,30.382,42.975,1064.3029,1311.0,12.0,26.137,4.245000000000001,-276.61400000000003,8.750999999999976,-172.46300000000005,7.426007258976253,0.3424473971020017,0.6338569701445426,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2005.0,2140.317,494.125,944.123,563.0,241.426,563.0,232.467,632.852,,0.0,16.506,,1236.7769,-28.598000000000006,45.104,222.015,-65.33599999999996,473.97900000000004,7.668709227886728,0.2630451470506472,0.5778475337998997,19.05,674300.0,48244.0,0.1747,1319126.6666666667,27.34281292319598,-644826.6666666667,-13.365945333443884,0
CASH,2012-01-05,1.2263435100000002,-4.6534905,-5.5484147,104582,2010-10-12,2010,1,450,6.1092477,2.1,2012,2012,28866.0,2012-09-30,2012.0,1648.898,,145.859,18.81,,,,106.871,,,,,132.017,6035.0,9.0,,,57.39100000000001,,,7.407862464976356,0.01140761890668798,0.08006377592792277,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2010.0,1029.766,,72.044,21.31,,,,136.52700000000002,,,,,99.552,,,,,,6.937086870947362,0.02069402174863027,0.09667439010415957,15.9,1224.0,3191.0,0.2944,3608.8416666666667,1.1309438002715972,-2384.8416666666667,-0.7473649848532331,0
DYII,2006-10-18,-16.666666900000006,-88.863333,-120.8406392,102944,2003-12-18,2003,10,1035,6.9421568,1.5,2006,2006,25312.0,2006-08-31,2006.0,71.273,0.379,54.219,0.0,2.356,,-2.306,35.98900000000001,-0.8959999999999999,0.0,2.906,,31.482,8060.0,8.0,7.34,-4.433999999999998,-5.2860000000000005,4.104999999999999,2.261000000000001,4.266517574075328,0.0,0.4417100444768706,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,2.18,500.0,15741.0,0.13999999999999999,3274.225,0.20800616225144528,-2774.225,-0.17624197954386633,0
ZLC,2008-02-29,19.59286916,22.42623416,22.89838249,103643,2006-05-05,2006,2,665,6.499786900000001,5.9,2008,2008,11669.0,2008-07-31,2008.0,1422.622,85.137,598.8,326.306,60.244,326.306,11.731,2138.041,,1.0,642.359,,699.2574,5944.0,7.0,797.86,-155.50099999999995,110.311,141.33899999999997,-79.09299999999998,7.260256926822042,0.22936943193624165,0.4915271941527686,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006.0,1462.568,82.71799999999998,801.2489999999998,202.813,59.771,202.813,167.713,2438.9770000000008,13.403,61.917,646.115,,1233.7361,590.731,55.38400000000002,178.903,27.465000000000003,116.66600000000004,7.287949073751616,0.13866910803463495,0.8435410182637663,19.32,1699100.0,44606.0,-2.7089999999999996,1236220.575,27.714221741469757,462879.42500000005,10.37706642604134,0
OMG,2005-06-24,-7.3333368000000005,-19.5653331,-20.4491197,102612,2002-10-30,2002,6,968,6.8752322,92.4,2005,2005,29001.0,2005-12-31,2005.0,1220.273,25.189,536.533,416.096,48.9,421.846,48.846,1249.609,27.5,37.0,437.069,,549.8181,3341.0,12.0,-12.937,450.006,208.272,-414.44900000000007,,7.106829883186222,0.3409859924787322,0.4505697495560419,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,23.16,400300.0,28480.0,-0.7629,353884.1666666667,12.425708099250937,46415.833333333314,1.6297694288389506,0
MATK,2007-12-14,17.635342710000003,17.19781722,16.51291066,103430,2005-04-27,2005,12,961,6.8679743,6.0,2007,2007,29278.0,2007-10-31,2007.0,596.695,12.189,531.727,8.686,26.466,9.364,42.514,306.813,,0.53,149.345,,987.8648,2833.0,10.0,120.182,29.163,29.783,27.097999999999992,44.29899999999999,6.391406095072784,0.014556850652343325,1.6555607135973989,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006.0,597.9730000000002,10.902,492.575,45.372,21.672,46.042,29.783,270.654,,0.28,120.182,,762.7403,124.208,-4.025999999999996,22.945,44.29899999999999,-73.75500000000002,6.393545602429645,0.07587633555361194,1.2755430429133088,28.11,682932.0,32336.0,-1.3746,378588.35833333334,11.707952694623124,304343.64166666666,9.411913708147782,0
MED,2005-07-14,117.64706159,89.98746755,122.22103621,103721,2002-02-11,2002,7,1249,7.1300982999999984,0.4,2005,2005,29517.0,2005-12-31,2005.0,30.12,1.672,21.697,3.977,2.266,4.538,3.549,40.129,,1.983,9.995,,65.8773,2090.0,12.0,7.465,2.53,3.004,-0.36999999999999933,183.92,3.4051894029316934,0.13203851261620184,2.187161354581673,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,5.17,404600.0,12173.0,0.2624,86178.33333333333,7.079465483720803,318421.6666666667,26.158027328240095,0
VRTS,2005-02-18,-0.08202839999999999,7.15810816,6.8153486600000015,102679,2003-01-16,2003,2,764,6.6385679,35.0,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,24.49,3044017.0,423071.0,0.06999999999999999,9749913.625,23.045573024385977,-6705896.625,-15.850523020958658,0
BZH,2009-05-05,36.931824090000006,-2.121941,-14.056989300000001,103735,2007-03-27,2007,5,770,6.646390400000001,30.5,2009,2009,29755.0,2009-09-30,2009.0,2029.41,7.034,196.555,1478.231,18.736,1508.899,-210.008,1005.212,-16.0,-162.8,,,222.4429,1531.0,9.0,,,-695.308,,,7.615500389397639,0.7284043145544764,0.10960964024026687,CREDIT CRISIS (BUILDERS),0,0,1,0,0,2007.0,3930.021,29.474,1323.7220000000002,1723.059,33.594,1857.249,-553.146,3490.8190000000004,,15.8,,,323.9115,,,606.075,,,8.27640004836048,0.4384350617973797,0.08241978859654947,3.57,5212600.0,39254.0,-0.37920000000000004,1639175.0,41.758164773016766,3573425.0,91.03339787028074,0
ARTX,2010-01-07,18.47770564,43.03055489,41.22770488000001,103737,2005-11-14,2005,1,1515,7.323170699999999,2.9,2010,2010,29762.0,2010-12-31,2010.0,83.637,1.321,52.484,1.035,2.898,2.492,-0.774,73.741,-0.303,0.19,15.397,,24.7861,3690.0,12.0,15.366,0.031000000000000583,0.16699999999999998,0.5819999999999996,3.7680000000000002,4.426486005911421,0.012374905843107714,0.2963532886162823,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2005.0,84.869,1.225,46.265,8.591000000000001,1.374,20.686,-9.045,49.045,,0.737,10.823,,32.0331,7.216,3.6069999999999998,-3.863,-13.24,,4.441108891185647,0.10122659628368427,0.3774417042736453,1.99,122585.0,14406.0,0.4001,68924.61666666667,4.7844381970475265,53660.38333333333,3.724863482808089,0
SNIC,2009-10-12,5.56493159,-22.908524300000003,-28.535978600000004,103841,2007-05-17,2007,10,879,6.7787848,5.0,2009,2009,29709.0,2009-03-31,2008.0,66.737,1.788,26.644,0.161,5.882999999999999,0.29100000000000004,-11.645,119.958,,0.7859999999999999,1.296,,31.9128,7372.0,3.0,36.828,-35.53200000000001,-0.117,27.195999999999998,3.672999999999999,4.200759521758531,0.002412454860122571,0.4781875121746558,ACCOUNTING (OPTION DATING),1,0,0,0,0,2007.0,210.049,2.134,144.602,0.0,7.693,,-0.117,132.874,,0.73,36.828,,254.596,35.789,1.0390000000000017,15.956,3.672999999999999,38.12499999999999,5.347340836832814,0.0,1.2120790863084323,5.79,113404.0,26744.0,0.4386,234109.48333333334,8.753719837471333,-120705.48333333334,-4.513366861102802,0
CBR,2013-11-26,17.455617850000007,12.07052929,13.23560585,104798,2011-08-03,2011,11,846,6.7405195,3.0,2013,2013,29900.0,2013-12-31,2013.0,557.818,5.212999999999999,352.535,0.0,5.7970000000000015,0.053,17.442,877.293,,5.714,85.928,,313.7499,7370.0,12.0,105.468,-19.539999999999992,22.373,31.852,8.388000000000012,6.324032744303428,0.0,0.5624592609058869,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2011.0,625.07,15.364,357.166,41.38,12.718,66.95100000000001,19.698,990.326,,8.616,92.818,,280.1125,132.364,-39.54600000000001,14.95,47.982,18.726999999999983,6.437863643464871,0.06620058553442014,0.4481298094613403,3.8,164600.0,75448.0,0.015,235060.83333333334,3.115534319442972,-70460.83333333334,-0.9338992860424842,0
IBIS,2007-01-25,-4.7297333,27.760371090000003,22.82756191,102959,2003-12-12,2003,1,1140,7.0387836,1.9,2007,2007,30233.0,2007-12-31,2007.0,9.763,0.012,9.031,0.0,1.5119999999999998,,-7.636,0.951,,,7.3039999999999985,0.0,6.1563,9995.0,12.0,7.494,-0.1900000000000004,-0.799,,,2.2785997302435343,0.0,0.6305746184574413,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1.55,59721.0,10915.0,-1.127,78416.74166666667,7.18430981829287,-18695.74166666667,-1.7128485264925946,0
JOSB,2010-02-09,5.60570254,1.05899522,0.9294899399999998,103644,2006-06-07,2006,2,1343,7.202661,4.0,2010,2010,30138.0,2010-01-31,2009.0,556.364,16.333,393.31,0.0,22.382,,117.403,770.316,,44.893,323.26,0.0,769.0904,2300.0,1.0,246.127,77.13299999999998,96.729,1.426000000000016,-15.389999999999993,6.3214227563025585,0.0,1.382351122646325,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2006.0,368.392,31.141,208.234,0.412,15.809,0.412,73.095,546.385,,25.318,136.562,,558.5184,96.21,40.352000000000025,61.795,-7.907000000000018,8.346000000000004,5.909147588618765,0.001118373906056592,1.5160980694477624,40.82,201850.0,18351.0,1.304,375588.8333333333,20.466940947813924,-173738.8333333333,-9.467540370188726,0
NPSP,2009-02-26,-42.7444789,-27.682794199999996,-19.5338432,103637,2006-05-02,2006,2,1031,6.9382844,15.0,2009,2009,30255.0,2009-12-31,2009.0,159.592,0.248,-222.799,290.194,0.154,338.708,27.726,84.147,,0.0,71.28,,164.6552,2836.0,12.0,96.607,-25.32700000000001,47.905,52.95900000000001,53.268,5.0726205584461095,1.8183492906912624,1.0317259010476716,PRODUCT LIABILITY RELATED FRAUD,0,0,0,0,1,2006.0,224.74,1.3019999999999998,-193.24400000000003,365.533,6.487,384.577,-76.46300000000002,48.502,,0.0,145.222,,209.3947,233.907,-88.685,-154.399,17.40699999999999,-93.00200000000004,5.4149441784797565,1.626470588235294,0.9317197650618492,4.77,224522.0,47467.0,-1.5780000000000003,535010.1166666667,11.271201396057613,-310488.1166666667,-6.541136298200154,0
PSSI,2005-10-19,6.3529441800000015,9.91173986,9.74944544,101268,1998-05-08,1998,10,2721,7.9087548,16.5,2005,2005,30161.0,2005-03-31,2004.0,646.3580000000002,25.931,276.818,150.0,18.778,150.0,58.959,1473.769,2.6,1.969,228.583,,738.6179,5047.0,3.0,636.686,-408.10300000000007,106.426,457.94000000000017,8.652000000000013,6.471353529848377,0.2320695342209735,1.1427380801351572,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,12.93,465782.0,65956.0,1.4956,467618.1666666667,7.0898503042432335,-1836.166666666686,-0.027839266581761873,0
MCK,2005-02-11,4.05292015,4.92926721,4.95141582,100459,1999-04-27,1999,2,2117,7.6577554,960.0,2005,2005,7171.0,2005-03-31,2004.0,18775.0,139.9,5275.1,1201.7,135.1,1210.5,980.3,80514.6,-1158.8,131.7,3539.7,,11298.575,5122.0,3.0,2350.0,1189.6999999999996,2350.0,-345.89999999999986,2085.0,9.840281476632336,0.06400532623169107,0.6017882822902797,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,36.34,1478400.0,293916.0,0.6926000000000001,1918580.0,6.527647355026606,-440180.0,-1.4976387811483554,0
