tic,settledate,cret_st,car_st,bhar_st,number,classend,ceyr,month,gap,lgap,settlefund,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,m2b_st,classification,accounting,secondary market & trading,financial intermediatary,non-accounting disclsoure and misrepresentation,others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,m2b_ce,prc,vol,shrout,sprtrn,vt,shto,abnormal volume,abshto,skewness,news_st,news_ce,news_winner_st,news_winner_ce,confounding,inst_hhi,inst_pct,cret_ce,car_ce,bhar_ce,financial market,operation and others,other industry,manufacture,tmt,trade,financial service,service,stfundpct,stfundpct1,stfundpct2,stfundpct3,stfundpct4,stfundpct5
KVHI,7/27/2007,-478.66812000000004,-162.50535,-179.53169999999997,103164,2004-07-02,2004,7,37.333333333333336,7.0210838,5.0,2007,2007,62549,12/31/2007,2007,91.57,3.92,80.77,0.7060634058264915,2.1,2.158,0.261,80.915,0.0,0.321,67.696,0.156,119.5298,3812,12,67.122,0.574,1.857,-2.454,-4.878,4.783565712668378,0.02212515,1.305337993,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,75.914,1.5219999999999998,67.732,0.8742179554522472,2.0,2.504,-5.041,62.303000000000004,0.0,0.0,58.648999999999994,0.0,141.9824,12.071,46.578,-19.099,0.0,0.0,4.955703106257639,0.031575203999999996,1.8703058719999999,8.605,57050,15040,-1.5992,69542.25833,4.6238203680000005,-12492.25833,-0.8306022829999999,0,13.0,1.0,1,0,0,10.2525951,61.782382,-3776.22406,-4745.962479999999,-4026.8033100000002,0,0,0,1,0,0,0,0,19.157088122605362,0.061793239819563736,-4.739,0.054603035928797644,366.99402533726743,0.003818404487398117
NDN,9/20/2006,413.732627,-36.99866,-92.78900999999999,103415,2004-02-03,2004,9,32.0,6.8669332999999995,2.2,2006,2006,62922,3/31/2006,2005,628.7080000000001,47.6,501.526,1.9277461784276422,31.424,6.9479999999999995,7.454,1023.5889999999999,0.0,22.4,201.475,0.0,943.3556,5331,3,187.417,14.058,45.288999999999994,-45.18,-130.945,6.849443305930881,0.010933533999999998,1.500466989,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,600.2040000000001,57.248000000000005,488.284,-0.2561834053924099,28.246,0.8109999999999999,45.288999999999994,972.173,-6.2,22.028000000000002,187.417,0.0,1123.3947,62.213,125.204,-23.998,-130.945,1.156,7.024110362266303,0.001289562,1.871688126,12.92,1081800,69573,0.5211,662025.8333,9.515556801,419774.1667,6.033578639,0,1.0,9.0,0,0,0,5.8776505,68.48892099999999,-92.69562,-2507.3562500000003,-2804.40915,0,0,0,0,0,1,0,0,0.2951435470888114,0.0021493001585597346,5.254,0.003499239710644687,0.08710971338816544,4.619491171584901e-06
JAKK,11/17/2009,399.659289,264.570375,254.45732999999996,103285,2004-10-19,2004,11,61.833333333333336,7.525639999999999,3.925,2009,2009,62745,12/31/2009,2009,634.0930000000001,16.33,372.10900000000004,4.462776784358991,22.2,107.145,36.042,804.314,0.0,5.939,352.189,0.0,334.9847,3942,12,325.061,27.128,79.91199999999999,8.845,72.233,5.814084859140294,0.136774889,0.528289541,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,696.762,5.917000000000001,451.485,4.584967478670572,21.518,98.0,53.725,574.266,0.0,2.688,229.543,0.0,580.0337,65.2,164.343,3.15,-97.705,19.281,6.363086205300801,0.14065061,0.832470341,12.91,270404,27906,0.0919,310844.5583,11.13898654,-40440.55833,-1.4491707280000001,0,2.0,39.0,0,1,0,5.243886799999999,90.72350329999999,-3408.9953899999996,-3616.1143700000002,-3811.9860299999996,0,1,0,1,0,0,0,0,0.10890072692969313,0.00487993495077793,32.117000000000004,0.006189943746422054,0.01185936832581559,2.3813765123824e-05
SRZ,2/27/2009,-5238.09513,-1259.5083800000002,-1628.48045,103702,2006-06-15,2006,2,32.93333333333333,6.8956827999999994,13.5,2009,2009,62967,12/31/2009,2009,910.5889999999999,19.95,22.046999999999997,0.0,44.9,207.81099999999998,-48.255,1464.144,0.0,0.0,-333.125,0.0,179.5214,8300,12,-430.51300000000003,97.38799999999999,-82.33200000000001,0.0,0.0,5.190294420877898,0.0,0.19714865899999998,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,1817.4279999999999,187.326,647.3009999999999,3.8853093519097226,27.1,190.605,66.027,1648.399,4.9,1.9,-65.025,0.0,1553.5718,74.863,-139.888,37.818000000000005,43.788999999999994,-52.24,7.348311945982003,0.026786206,0.854818898,0.66,699700,50961,-2.3564,1494480.833,29.32597149,-794780.8333,-15.59586416,0,6.0,2.0,1,0,0,9.7124904,62.6612017,-1629.2473,-518.8695700000001,-479.82142,0,0,0,0,0,0,0,1,-0.27976375505129003,0.009220404550372095,-61.755,0.014825568944935641,0.07826775864039821,8.501586007252244e-05
ZOMX,4/25/2005,-1035.85656,1300.659187,1035.460051,103377,2000-09-21,2000,4,55.9,7.424761800000001,5.82,2005,2005,62804,12/31/2005,2005,115.17200000000001,3.96,88.60799999999999,0.0,8.714,0.0,-23.998,166.984,2.029,0.7190000000000001,62.213,0.0,67.444,3652,12,83.33200000000001,-21.119,-6.787000000000001,1.156,160.358,4.211297623915734,0.0,0.5855937210000001,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,63421,32632,0.8662,91188.05,2.794436443,-27767.05,-0.8509147459999999,0,3.0,5.0,1,0,0,13.092927099999999,40.6726705,-6716.1715300000005,-4547.44318,-3146.24283,0,1,0,1,0,0,0,0,-0.24252021001750146,0.03485363867196857,-29.818,0.050533115687840795,0.05881605226693302,0.001214776128676143
ADRX,6/10/2005,75.187777,499.28315000000003,478.743787,102749,2003-03-04,2003,6,27.633333333333333,6.7202201,2.5,2005,2005,63051,12/31/2005,2005,1170.9160000000002,28.986,776.91,0.0,35.53,0.0,75.961,1042.625,0.0,5.979,490.517,0.0,1212.3842,5122,12,313.566,176.951,116.9,-100.425,-411.73199999999997,7.100344113096091,0.0,1.0354151790000001,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,794939,73131,-0.2348,958758.4667,13.11015119,-163819.4667,-2.240082409,0,3.0,0.0,1,0,0,4.1973399,72.82939859999999,-2673.66753,81.77832,-452.0801,0,1,0,0,0,1,0,0,0.03291162570266321,0.0023977940294928664,73.461,0.0021350805694003664,0.0010831751063922017,5.749416207871637e-06
RNR,4/13/2007,758.963655,673.070973,695.384992,103482,2005-07-25,2005,4,20.9,6.440946599999999,0.0,2007,2007,61406,12/31/2007,2007,8286.355,0.0,2827.5029999999997,5.862275142964926,0.0,0.0,0.0,1670.871,0.0,0.0,0.0,33.626,0.0,6331,12,0.0,0.0,953.898,0.0,0.0,0.0,0.042421909,0.0,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2005,6871.2609999999995,0.0,1753.84,6.40207141369086,9.635,0.0,0.0,1658.308,0.0,0.0,0.0,28.218000000000004,3154.8795,0.0,0.0,128.095,0.0,0.0,8.056705580902031,0.087770352,0.45914127,52.9,470500,72163,0.3488,496006.6083,6.873420012,-25506.608330000003,-0.353458259,0,1.0,41.0,0,1,0,4.9713348,87.6777656,-283.9457,-179.89452,-226.99662000000004,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
HEB,11/9/2010,-50.2321,52.618381,44.392959999999995,104396,2009-10-30,2009,11,12.5,5.9269261,3.6,2010,2010,62525,12/31/2010,2010,51.68,0.7290000000000001,45.946999999999996,-2.3434070875143007,0.78,0.157,-16.387,0.135,0.0,0.0,33.842,0.0,66.7419,2836,12,55.788999999999994,-21.947,-12.664000000000001,0.0,0.0,4.2008329416024495,0.001857585,1.291445433,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2009,64.994,0.332,58.695,0.0,0.74,0.0,-12.664000000000001,0.111,0.0,0.0,55.788999999999994,0.0,74.3607,5.646,50.143,-12.175999999999998,0.0,0.0,4.308927576472195,0.0,1.14411638,0.49,321300,135242,-0.8052,690464.1667,5.105397485,-369164.1667,-2.7296562210000004,0,5.0,3.0,1,0,0,17.6318467,7.1933179,-3370.1652999999997,-4378.71383,-3719.0975799999997,0,1,0,1,0,0,0,0,-0.21968633673033502,26.666666666666664,-19.987000000000002,0.0696594427244582,0.04826208654599415,711.111111111111
ANF,11/3/2006,-178.20506,-882.0212099999999,-920.5017399999999,100974,1999-10-13,1999,11,85.93333333333334,7.8547692,6.05,2006,2006,63643,1/31/2006,2005,1789.7179999999998,256.422,995.117,0.0,124.206,0.0,550.7040000000001,2784.711,0.0,122.0,455.53,0.0,5824.1291,5651,1,238.412,217.118,380.535,79.37,154.57399999999998,8.669764756526444,0.0,3.254216083,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.57,2402000,88077,-0.2223,2108704.167,23.94159845,293295.8333,3.329993453,0,12.0,35.0,1,1,0,2.4206098999999996,87.0905197,-3476.6354899999997,-4452.2588000000005,-4050.8827499999998,0,1,0,0,0,1,0,0,0.010985937999360816,0.0021725773338777347,544.6540000000001,0.0033804208260742757,0.00012069083372579992,4.720092271679286e-06
ANF,6/22/2010,-1118.84233,135.882635,104.98860599999999,103506,2005-08-16,2005,6,59.03333333333333,7.4792995,12.0,2010,2010,63643,1/31/2010,2009,2821.866,175.472,1827.9170000000001,4.265675386021114,238.752,71.21300000000001,104.37899999999999,2928.6259999999997,0.0,27.1,786.4739999999999,0.0,2775.0784,5651,1,635.028,151.446,461.096,-10.887,82.742,7.928434278033699,0.025236137999999998,0.983419624,INSIDER TRADING,0,1,0,0,0,2005,1789.7179999999998,256.422,995.117,0.0,124.206,0.0,550.7040000000001,2784.711,0.0,122.0,455.53,0.0,5824.1291,238.412,217.118,380.535,79.37,154.57399999999998,8.669764756526444,0.0,3.254216083,33.15,3811700,88197,-1.6071,3779957.5,42.85811876,31742.5,0.35990453200000005,0,13.0,38.0,1,1,0,4.4049439,94.37294240000001,-1043.3186,-1310.18696,-1277.52809,1,0,0,0,0,1,0,0,0.11496565401086427,0.004097484622481669,92.37899999999999,0.0042525052571596245,0.013217101602145752,1.6789380231473743e-05
CRN,8/26/2005,149.785368,240.344377,234.90963499999998,102365,2002-03-05,2002,8,42.333333333333336,7.146772400000001,7.0,2005,2005,63707,12/31/2005,2005,510.62800000000004,51.128,165.46099999999998,5.585970688586529,15.2,276.36,29.965999999999998,310.775,0.0,0.175,57.286,0.0,190.56400000000002,8744,12,107.59700000000001,-50.31100000000001,20.14,44.174,564.4630000000001,5.249988096150751,0.52221774,0.373195359,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.36,16800,13399,-0.6013,66277.5,4.946451228,-49477.5,-3.692626315,0,1.0,8.0,0,0,0,10.4350921,71.40963509999999,-2006.39509,-4691.12106,-4742.892,0,0,0,0,0,0,0,1,0.23359807782153108,0.022524334325476632,22.965999999999998,0.013708609790297437,0.05456806196191409,0.0005073456368058448
CERS,9/8/2006,-353.53546,524.739167,466.83112900000003,102930,2003-09-03,2003,9,36.7,7.003974,6.0,2006,2006,64327,12/31/2006,2006,115.81700000000001,1.1079999999999999,91.475,-3.4420193761824103,0.716,0.11599999999999999,-9.48,35.58,0.0,0.0,87.929,0.0,185.9671,2836,12,27.688000000000002,60.24100000000001,-9.341000000000001,0.0,0.0,5.2255697763473545,0.000276298,1.6056977819999998,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,67459,27798,0.3787,233066.4917,8.384289937,-165607.4917,-5.957532616,0,0.0,11.0,0,0,0,12.159512699999999,49.1401592,-2797.8576700000003,-3089.17765,-3214.5914199999997,0,0,0,1,0,0,0,0,-0.6329113924050632,0.16863406408094436,-15.48,0.051805866150910485,0.40057683063611593,0.02843744756845605
CTIC,2/14/2012,2190.476466,2336.3346020000004,2289.883096,104456,2010-02-08,2010,2,24.533333333333335,6.6012300999999995,19.0,2012,2012,64515,12/31/2012,2012,73.71300000000001,2.937,34.552,0.0,2.346,0.0,-71.445,0.0,-0.9440000000000001,0.0,37.644,0.0,142.7712,2836,12,33.291,4.353,-73.19,-76.389,-120.93799999999999,4.961243348892934,0.0,1.9368523869999998,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2010,53.592,2.011,-4.746,0.0,1.8419999999999999,22.308000000000003,-74.755,0.319,-0.145,0.0,-14.165,0.0,297.0191,-21.694000000000003,7.529,-87.824,-82.45299999999999,-79.97800000000001,5.693796446499225,0.0,5.542228317999999,1.05,1082711,226592,-0.094,1751205.483,7.728452387000001,-668494.4833,-2.950212202,0,0.0,0.0,0,0,0,30.271137,6.776917599999999,-3457.9444799999997,-2777.84256,-3229.2177,0,1,0,1,0,0,0,0,-0.2659388340681643,0.0,-90.445,0.2577564337362473,0.07072346346553464,0.0
CBI,1/22/2008,-1794.5405999999998,-1211.33671,-1180.81183,103574,2006-02-03,2006,1,23.933333333333334,6.576469400000001,10.5,2008,2008,64549,12/31/2008,2008,3000.718,124.595,555.825,4.787491742782046,78.244,160.0,-6.346,5944.981,0.0,62.405,-797.01,0.0,957.5339,1600,12,-495.75,-301.26,199.18599999999998,186.158,780.794,6.864361125127808,0.039990429,0.319101595,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006,1835.01,80.352,542.435,0.0,27.069000000000003,25.0,147.369,3125.3070000000002,0.0,20.521,158.63,0.0,2623.7378,191.96,-33.33,39.968,106.895,13.554,7.872355221290778,0.0,1.4298220719999999,46.91,1805800,96579,-1.1085,1006796.9920000001,10.42459532,799003.0083,8.273051164,0,2.0,6.0,0,0,0,5.1434823,83.79288249999999,-1873.2291399999997,308.93019,-26.62985,0,0,1,0,0,0,0,0,-1.6545855657106838,0.0017661957203900232,-16.846,0.003499162533766919,2.737653394258144,3.119447322724033e-06
MEAD,10/15/2007,-2935.32354,-2904.19184,-2551.9704,103668,2006-08-29,2006,10,13.733333333333333,6.0210233,2.95,2007,2007,64595,2/28/2007,2006,55.129,0.44299999999999995,34.476,0.17058630057553367,1.869,1.386,-17.491,101.535,0.0,0.778,24.389,0.0,47.0012,3827,2,41.825,-17.436,-3.673,0.593,5.356,3.8501731332990183,0.021513177999999997,0.852567614,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,55.129,0.44299999999999995,34.476,0.17058630057553367,1.869,1.386,-17.491,101.535,0.0,0.778,24.389,0.0,47.0012,41.825,-17.436,-3.673,0.593,5.356,3.8501731332990183,0.021513177999999997,0.852567614,1.65,42808,23285,-0.8381,24547.225,1.054207644,18260.775,0.784229117,0,0.0,12.0,0,1,0,18.3139131,33.062593400000004,-266.66642,-1558.0997499999999,-1626.40266,0,0,0,1,0,0,0,0,-0.1686581670573438,0.029054020781011478,-20.441,0.05351085635509442,0.028445577315142887,0.0008441361235434467
AMZN,3/10/2005,-429.22175000000004,618.596581,576.264573,101759,2000-10-30,2000,3,53.06666666666667,7.3727465,27.5,2005,2005,64768,12/31/2005,2005,3696.0,204.0,246.0,7.327123292259293,118.0,1524.0,465.0,8490.0,-33.0,12.0,1000.0,0.0,19614.4,5961,12,918.9960000000001,81.00399999999999,431.37800000000004,285.996,-224.53900000000002,9.88401926934073,0.41152597399999996,5.306926407,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.91,5874258,409711,0.1856,9107374.667000001,22.22877752,-3233116.667,-7.891212749,0,9.0,143.0,1,1,0,10.238805000000001,62.658678099999996,3482.58721,977.48065,837.2289800000001,0,0,0,0,0,1,0,0,0.05913978494623656,0.0032391048292108363,437.5,0.00744047619047619,0.0034975141634871086,1.0491800094616962e-05
RMBS,3/4/2008,273.895878,244.324796,236.434188,103642,2006-06-27,2006,3,20.533333333333335,6.4232469000000005,18.0,2008,2008,64766,12/31/2008,2008,396.89,9.871,220.985,4.919615895709087,15.665,136.95,-79.108,142.494,0.0,0.21899999999999997,319.829,0.0,1652.5438,6794,12,406.594,-86.765,-48.158,13.232000000000001,-224.62,7.41007107666959,0.345057825,4.16373252,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,604.617,17.987000000000002,382.288,0.0,16.457,160.0,-8.606,195.324,-18.0,-0.285,224.30599999999998,0.0,1965.3126,149.175,75.131,21.761999999999997,-84.98200000000001,-1.806,7.583406595620314,0.0,3.250508338,17.32,1990817,105330,-0.3448,1901974.408,18.0572905,88842.59167000001,0.843469018,0,0.0,13.0,0,1,0,10.692886699999999,48.9574268,332.24783,46.733729999999994,251.19399,0,0,0,0,0,0,1,0,-0.22753703797340344,0.12632110825718978,-97.108,0.04535261659401849,0.05177310364971004,0.01595702239132466
SRT,9/3/2009,-666.66711,-886.88491,-1038.45257,103475,2005-05-05,2005,9,52.733333333333334,7.3664451,7.5,2009,2009,64942,12/31/2009,2009,149.06799999999998,14.683,116.71600000000001,-1.575036485716768,15.977,0.353,6.505,288.98,-0.6,0.75,60.433,0.0,111.3248,7389,12,47.568999999999996,12.864,-6.42,-5.815,-0.28800000000000003,4.712452054664495,0.0013886279999999998,0.746805485,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005,153.914,15.365,128.164,1.131079478805611,13.364,5.65,20.713,216.37099999999998,0.0,9.486,71.97,0.0,263.358,84.595,-12.625,34.379,21.851,3161.2540000000004,5.57351432329219,0.020134621000000002,1.7110724169999998,7.54,84300,14858,0.8535,71151.66667,4.7887782119999995,13148.33333,0.884932921,0,0.0,4.0,0,0,0,9.8527109,63.8317578,-1715.56817,-1796.7425,-1831.70621,0,1,0,0,0,0,0,1,1.1529592621060722,0.02595335317322998,-0.9950000000000001,0.05031260901065286,1.3293150600761785,0.0006735765409344067
FARO,6/2/2008,-441.95025,-1363.67547,-1417.57869,103551,2005-11-03,2005,6,31.4,6.8480053,6.875,2008,2008,65421,12/31/2008,2008,259.314,9.705,212.308,-1.2694006096483912,4.505,0.368,18.937,209.24900000000002,0.0,6.849,163.23,0.0,281.32599999999996,3829,12,154.946,8.283999999999999,22.861,-1.396,-61.591,5.639514139237403,0.0010836280000000001,1.084885506,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2005,122.648,3.937,98.86,-1.731605546408308,3.4530000000000003,0.34,10.226,125.59,0.0,0.866,64.619,0.0,288.82,65.687,-1.068,14.584000000000001,9.943999999999999,48.728,5.665803656698419,0.0014431539999999999,2.3548692190000002,28.06,144881,16678,-1.0504,215412.6667,12.91597714,-70531.66667,-4.2290242639999995,0,5.0,10.0,1,0,0,3.972551,85.91625259999999,-263.42474,1578.7020699999998,1110.8723599999998,0,1,0,1,0,0,0,0,0.3630458890003696,0.032855593097219096,12.062000000000001,0.026512259268685837,0.13180231752006868,0.0010794899977700312
PLCE,7/17/2009,1721.959154,2080.649394,2143.03158,103835,2007-08-23,2007,7,23.133333333333333,6.542471900000001,12.0,2009,2009,65430,1/31/2009,2008,939.757,51.693000000000005,547.879,4.007333185232471,71.41,85.0,111.59700000000001,1630.3229999999999,0.0,11.62,312.595,0.0,554.2367,5600,1,200.38099999999997,112.214,32.321999999999996,7.48,-62.901,6.3175918518169825,0.058525768,0.589765971,ACCOUNTING (OPTION DATING),1,0,0,0,0,2007,997.5369999999999,199.766,472.233,0.0,79.7,0.0,32.321999999999996,2162.5589999999997,0.0,58.525,200.38099999999997,0.0,540.2556,283.749,-83.368,137.795,-62.901,-93.851,6.292042360904768,0.0,0.541589535,29.28,883789,29530,-0.0383,973403.8667,32.96321932,-89614.86667,-3.0347059489999997,0,0.0,0.0,0,0,0,2.6944597999999997,87.020939,-852.5421400000001,1051.68095,787.8829900000001,0,0,0,0,0,1,0,0,0.10752977230570714,0.007360504636197859,99.59700000000001,0.012769258435957382,0.011562651932117222,5.417702849949017e-05
PSMT,5/17/2005,422.322363,1147.636851,1098.524564,102936,2003-11-07,2003,5,18.566666666666666,6.322565099999999,2.35,2005,2005,65343,8/31/2005,2005,319.85400000000004,10.755,198.273,3.17450587713226,9.487,29.331999999999997,-3.508,618.825,-1.2,1.722,25.186999999999998,0.0,220.1342,5331,8,-15.45,40.637,-16.229,-47.135,30.773000000000003,5.394237360377987,0.074768488,0.688233381,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.57,28730,24554,0.6957,27918.36667,1.137019087,811.6333333,0.033055035,0,0.0,9.0,0,0,0,20.0661105,17.1891247,-1002.50317,-2045.74985,-2212.89909,0,0,0,0,0,1,0,0,-0.6698973774230331,0.003797519492586757,-5.8580000000000005,0.007347102115340123,0.4487624962782577,1.442115429657638e-05
AMCC,3/17/2005,-1538.46201,-1005.5986,-911.7799,101779,2001-02-05,2001,3,50.03333333333333,7.313886599999999,60.0,2005,2005,65904,3/31/2005,2004,1102.395,27.493000000000002,977.198,0.0,48.396,0.034,-63.608999999999995,253.75599999999997,-29.25,0.764,396.25800000000004,0.0,1011.3158,3674,3,0.0,0.0,49.37,0.0,0.0,6.919007534241039,0.0,0.917380612,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,5938733,308080,0.1801,5839357.333,18.95402926,99375.66667,0.322564485,0,2.0,7.0,0,0,0,3.5890801,55.4764275,-4591.1047,-5229.777289999999,-3972.4639899999997,0,0,0,1,0,0,0,0,-0.9432627458378532,0.23644761109096932,-123.609,0.05442695222674268,0.8897446076855664,0.05590747279062628
URI,1/28/2009,-1047.04098,-461.01947999999993,-308.04758999999996,103263,2004-08-30,2004,1,53.733333333333334,7.385231,27.5,2009,2009,66065,12/31/2009,2009,3859.0,311.0,-19.0,7.989560449333865,462.0,3075.0,157.0,2358.0,0.0,3.0,244.0,0.0,590.1990000000001,7350,12,276.0,-32.0,548.0,337.0,626.0,6.380459768166502,0.764446748,0.15294091699999998,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2004,4882.0,649.0,1026.0,8.049427057110695,382.0,3167.0,395.0,3094.0,0.0,-10.0,0.0,0.0,1471.743,96.652,0.0,-36.023,0.0,-22.169,7.294202691654491,0.641540352,0.30146313,6.48,858100,59893,3.3558,1022959.167,17.07977838,-164859.1667,-2.7525615119999998,0,2.0,18.0,0,1,0,5.915309400000001,96.4922478,-2403.21756,-3219.43082,-3219.0435,0,0,0,0,0,0,0,1,0.1751592356687898,0.01166242578456319,129.5,0.007126198497019953,0.030680757840074645,0.0001360121751804443
CVTX,12/8/2006,1544.992088,1703.423826,1762.945878,102860,2003-08-01,2003,12,40.833333333333336,7.110696300000001,13.5,2006,2006,63996,12/31/2006,2006,421.45599999999996,9.846,-45.798,5.990213765206329,5.2,399.5,-278.485,36.785,0.0,0.0,303.248,0.0,819.9546,2836,12,425.47900000000004,-122.23100000000001,-224.188,0.0,0.0,6.709248972871895,0.947904408,1.945528359,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,1608738,56964,0.1812,1241352.125,21.79187074,367385.875,6.449439558,0,4.0,9.0,1,0,0,4.8505982,119.58813119999999,-3091.23105,-2544.39127,-2319.36325,0,1,0,1,0,0,0,0,-0.04847657863080596,0.3669974174255811,-291.985,0.03203181352264531,0.0023499786757487135,0.13468710439704623
CECO,11/4/2013,2704.9178229999998,3244.372056,2044.728127,104839,2011-11-01,2011,11,24.466666666666665,6.5985088,27.5,2013,2013,66379,12/31/2013,2013,805.045,19.636,455.384,0.0,68.64,0.0,-159.779,1057.36,-26.0,5.106,252.585,0.0,382.8747,8200,12,190.84599999999998,61.739,-75.743,-177.62,38.058,5.947707781607089,0.0,0.47559415899999996,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2011,1316.12,78.333,805.9810000000001,-1.575036485716768,84.512,1.051,229.68599999999998,1884.505,1.0,40.188,281.035,0.0,586.7673,155.284,125.751,366.32199999999995,69.926,238.64700000000002,6.374628318744707,0.00015728,0.445831155,5.66,1340374,67154,0.3571,923812.8,13.75663103,416561.2,6.203073532,0,3.0,18.0,1,1,0,10.0842457,54.058159100000005,-5175.04781,-5066.50808,-4632.32692,0,1,0,0,0,0,0,1,-0.17211273070929223,0.026008171294544906,-187.279,0.03415958114142688,0.029622792072209345,0.0006764249740863897
CECO,11/5/2007,-538.2103400000001,-910.87769,-950.3373,102929,2003-12-02,2003,11,47.8,7.2682228,4.9,2007,2007,66379,12/31/2007,2007,1366.4660000000001,57.586000000000006,886.1080000000001,0.7788660559624829,78.183,14.022,126.23899999999999,1674.882,0.0,38.001999999999995,216.78599999999997,0.0,2272.9577,8200,12,349.94,-133.154,252.843,241.988,78.247,7.728837213912551,0.001594624,1.663384014,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.87,819743,91073,-0.4955,1049371.0420000001,11.52230674,-229628.0417,-2.521362442,0,6.0,18.0,1,1,0,5.3002816,105.22238670000002,-1835.28937,-1524.6952899999999,-1897.2458600000002,0,0,0,0,0,0,0,1,0.03881526311203353,0.002925579234835648,121.33899999999998,0.003585892367611049,0.001506624650456391,8.559013859301536e-06
