number,tic,settledate,classend,year,Month,gap,sic,lgap,settleamt,tic.1,case,classification,Accounting,Secondary Market & Trading,Financial Intermediatary,Non-Accounting disclsoure and misrepresentation,Others
103920,PNRA,2/11/2011,7/26/2006,2011,2,1661,5810,7.415175,5.75,PNRA,"The original complaint charges Panera Bread and certain of its officers and directors with violations of the Securities Exchange Act of 1934. Panera Bread engages in the ownership and franchising of bakery-cafes in the United States under the Panera Bread and Saint Louis Bread Company names. According to the complaint, throughout the Class Period, the Company highlighted its increasing system-wide sales and, as a result, continuously increased its earnings guidance. Moreover, the Company was rapidly opening new locations throughout the United States. Unbeknownst to shareholders, the Companys aggressive growth strategy was causing the Company to experience declining sales at its existing stores. Additionally, the complaint alleges that, throughout the Class Period, defendants issued materially false and misleading statements and failed to disclose (i) that the Company was experiencing negative trends in its business which were causing it to experience rising expenses and slow growth (ii) that the Companys store expansion strategy was causing the Company to yield a lower return on capital and experience a decline in sales per restaurant as the Companys new store openings began to cannibalize sales from existing stores and (iii) as a result of the foregoing, defendants lacked a reasonable basis for their positive statements about the Company, its prospects and revenue growth rate. Then, on July, 26, 2006, Panera Bread announced its financial results for the second quarter of 2006, the period ended June 27, 2006. In response to this announcement, the price of Panera Bread common stock fell $7.34 per share, or approximately 12%, to close at $51.93 per share, on extremely heavy trading volume. On June 23, 2008, the Court entered the Memorandum and Order consolidating the action and approving the motion to appoint Western Washington Laborers-Employers Pension Trust as lead plaintiff and approving lead plaintiff??s selection of Coughlin Stoia Geller Rudman & Robbins as lead counsel and Dysart Taylor as liaison counsel. On August 7, 2008, the lead plaintiff filed an Amended Class Action Complaint.  The defendants responded by filing a motion to dismiss the case for failure to state a claim on October 6, 2008.  According to the Memorandum and Order signed by the Honorable E. Richard Webber on June 25, 2009, it is hereby ordered that Defendants?? Motion to Dismiss the Consolidated Complaint [doc. #29] is converted to a motion for summary judgment under Fed. R. Civ. P. 56, and is denied, without prejudice, for failure to comply with Local Rule 7-4.01(E). Any motion for summary judgment shall be filed no later than July 20, 2009.   On August 10, 2009, the defendants filed a motion for summar",FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0
104137,PPC,11/14/2011,9/24/2008,2011,11,1146,2015,7.0440331,1.5,PPC,"According to a October 30, 2008, press release, the Complaint charges that the defendant and certain of its officers and directors violated federal securities laws by misrepresenting the Company's financial condition. Specifically, defendants failed to disclose that: (i) the Company's hedges to protect it from adverse changes in costs were not working and in fact were harming the Company's results (ii) the Company's inability to continue to use illegal workers would adversely affect its margins (iii) the Company's financial results were continuing to deteriorate rather than improve, such that the Company's capital structure was threatened (iv) the Company was in a much worse position than its competitors due to its inability to raise prices for customers sufficient to offset cost increases, whereas its competitors were able to raise prices to offset higher costs affecting the industry and (v) the Company had not made sufficient changes to its business model to succeed in the more difficult industry conditions. On December 1, 2008 the defendant filed a Notice of Bankruptcy after filing for Chapter 11. On May 14, 2009, an order consolidating related actions.  Every pleading in the Consolidated Action shall have the following caption: IN RE PILGRIM'S PRIDE CORPORATION SECURITIES LITIGATION 2:08-cv-00419. On May 21, 2009, the court appointed the Pennsylvania Public Fund Group to serve as Lead Plaintiff.  The law firm of Banoway Topaz Kessler Meltzer & Check, LLP was hereby approved was Lead Counsel for the Class.  Lastly, the Albritton Law Firm is hereby approved as Liaison Counsel for the Class. On June 26, 2009, a consolidated class action was filed in this action by the plaintiffs. On August 17, 2009, the Court Ordered that count I of the Consolidated Class Action Complaint alleging securities fraud under Section 10(b) of the 1934 Exchange Act and Rule 10b-5 against the Officer Defendants Dismissed Without Prejudice. Count II of the Consolidated Class action Complaint alleging controlling person liability pursuant to Section 20(a) of the 1934 Exchange Act against the Officer Defendants was also Dismissed Without Prejucice. Plaintiffs were granted leave to file an amended complaint within 30 days from the date of this order. On October 4, 2011, the Court issued an Order reassigning the case to Hon. David Folsom.  On January 23, 2012, a Preliminary Settlement was approved by the Court with a fairness hearing to be held on May 1, 2012. On May 2, 2012, the Court issued an Order and Final Judgment.   ",NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0
101450,PRGX,2/8/2005,3/29/2000,2005,2,1777,8720,7.4826818,6.75,PRGX,"By the Final Judgment and Order of Dismissal with Prejudice signed by U.S. District Judge Clarence Cooper and entered on May 31, 2005, the Court approves the settlement as set forth in the Stipulation of Settlement.  The Plan of Allocation is also approved and Plaintiffs Co-Lead Counsel are awarded 33 1/3% of the settlement fund in fees and $735,628 in reimbursement of expenses.  The action is dismissed with prejudice. According to a press release dated March 3, 2005, PRG-Schultz International Inc, formerly Profit Recovery Group International Inc., reported that on February 8, 2005, the Company entered into a Stipulation of Settlement of the Securities Class Action Litigation on behalf of all putative class members, pursuant to which it agreed to settle the consolidated class action for $6.75 million, which payment is expected to be made by the insurance carrier for the Company. On February 10, 2005, the United States District Court for the Northern District of Georgia, Atlanta Division preliminarily approved the terms of the Settlement. The Court will hold a final approval hearing on May 26, 2005. Final settlement of the consolidated class action is subject to final approval by the Court.  As summarized by the Companys FORM 10-K for the fiscal year ended December 31, 2004, beginning on June 6, 2000, three putative class action lawsuits were filed against the Company and certain of its present and former officers in the United States District Court for the Northern District of Georgia, Atlanta Division. These cases were subsequently consolidated into one proceeding styled: In re Profit Recovery Group International, Inc. Sec. Litig., Civil Action File No. 1:00-CV-1416-CC (the Securities Class Action Litigation). On November 13, 2000, the Plaintiffs in these cases filed a Consolidated and Amended Complaint (the Complaint). In that Complaint, Plaintiffs allege that the Company and certain Individual Defendants violated Sections 10(b) and 20(a) of the Securities Exchange Act of 1934 and Rule 10b-5 promulgated thereunder by allegedly disseminating false and misleading information about a change in the Companys method of recognizing revenue and in connection with revenue reported for a division. Plaintiffs purport to bring this action on behalf of a class of persons who purchased the Company??s stock between July 19, 1999 and July 26, 2000. Plaintiffs seek an unspecified amount of compensatory damages, payment of litigation fees and expenses, and equitable and/or injunctive relief. On January 24, 2001, Defendants filed a Motion to Dismiss the Complaint for failure to state",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
103675,PRST,3/11/2009,9/29/2006,2009,3,894,2750,6.7957058,1.25,PRST,"Motion for preliminary approval of settlement was filed on March 11, 2009.  The agreement includes a cash payment of $1,250,000 in exchange for dismissal of claims against the defendants.  Counsel is seeking 1/3 of the settlement fund in attorneys' fees, and reimbursement of $30,000 in expenses. Plaintiffs moved to certify the class on January 28, 2008.  The motion was denied without prejudice on September 18, 2008. Plaintiffs filed a motion for consolidation and the appointment lead plaintiff and lead counsel on December 21, 2006.  The next day the defendants filed motions to dismiss the unconsolidated complaint.  Before a ruling on the dismissal motion, plaintiffs filed an Amended Complaint on February 1, 2007. Lead counsel was appointed February 21, 2007 and defendants filed a renewed motion for dismissal on March 1, 2007.  The motion was denied on September 18, 2007. According to a press release dated October 13, 2006, the company, together with certain of its executive officers, have been named as defendants in a purported securities class action suit. The complaint alleges, among other things, that the company and the other defendants violated Sections 10(b) and 20(a) of the Exchange Act and Rule 10b-5 promulgated thereunder. ",NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0
102936,PSMT,5/17/2005,11/7/2003,2005,5,557,5900,6.3225651,2.35,PSMT,"As reported by the Companys Form 10-K for the fiscal year ended August 31, 2005, Defendants and the parties to the remaining class action lawsuits entered into a settlement which was approved by Judge Houston on August 18, 2005, and judgment was entered. Under the settlement, in exchange for a full release of all claims plaintiffs received $2,350,000 (of which the Companys directors and officers insurance carrier paid 80% and the Company paid 20%, as the Company and the carrier agreed that effective as of March 1, 2005 the Company satisfied the $1,000,000 retention on its insurance policy).  Earlier, according to the same SEC filing, Defendants and the plaintiffs who brought the Performance Capital lawsuit entered into a settlement which was approved by Judge Houston on November 8, 2004 and judgment was entered. Pursuant to the settlement, the Performance Capital lawsuit has been dismissed and the Court entered an order releasing claims that were or could have been brought by certain purchasers and holders of the Companys Series A Preferred Stock, which the Company refers to as the Series A Preferred Sub-Class, arising out of or relating to the purchase or ownership of the Companys Series A Preferred Stock. As a term of the settlement, members of the Series A Preferred Sub-Class were offered the opportunity to exchange their Series A Preferred Stock for shares of the Companys common stock at a conversion price of $10.00 per share, and all members of the Series A Preferred Sub-Class accepted this offer. The Company paid attorneys fees and costs to counsel for the Performance Capital plaintiffs in the amount of $325,000, which was covered by the Companys insurance carrier.  On November 17, 2003, the first in a series of seven federal securities fraud class action lawsuits were filed in the United States District Court for the Southern District of California against the Company and certain of its former and present officers and directors which were consolidated as In re PriceSmart, Inc. Securities Litigation, Lead Case No. 03cv02260L (LSP). Six of the complaints asserted claims against (1) the Company, (2) its former President and Chief Executive Officer, and (3) its former Chief Financial Office. On behalf of a proposed class of persons who purchased the Company??s common stock between December 20, 2001 and November 7, 2003, plaintiffs asserted claims under Section 10(b) and Section 20(a) of the Securities Exchange Act of 1934, and SEC Rule 10b-5 promulgated thereunder, based on the allegation that defendants made material misstatements and omissions in connection with the financial statements that were the subject of a financial restatement. Plaintiffs sought damages on behalf of the proposed class.  The seventh federal securities fraud complaint, Performance Capital L.P. v. PriceSmart, Inc., Case No. 03cv02561 JAH (S.D. Cal), was filed by investors who purchased the Company??s Series A Preferred Stock in January 2002, as well as on behalf of a class of common stock purchasers, and added a breach of fiduciary duty claim against every then-curre""member of the Company??s current Board of Directors, as well as a claim under Section 12(a)(2) and Section 15 of the Securities Act of 1933 relating to plaintiffs?? purchase of Series A Preferred Stock. The Company refers to this litigation as the Performance Capital lawsuit. Plaintiffs sought damages on behalf of the proposed class as well as rescission of their contracts with the Company regarding the Series A Preferred Stock.  All of the federal securities actions were consolidated before The Honorable John Houston in an order dated September 9, 2004, which also appointed a lead pl",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
101268,PSSI,10/19/2005,5/8/1998,2005,10,2721,5040,7.9087548,16.5,PSSI,"According to the Company??s FORM 10-Q for the quarterly period ended December 30, 2005,  a hearing on the Joint Motion for Preliminary Approval of Class Action Settlement was held on October 7, 2005. The final fairness hearing was held on December 20, 2005. The Court entered the Final Judgment and Order of Dismissal with Prejudice on December 20, 2005. During the three months ended December 30, 2005, the Company made payments totaling $3.8 million to cover the uninsured losses and professional fees relating to this matter. As a result of these payments and the final fairness hearing, all obligations to the plaintiffs related to this litigation matter have been satisfied by the Company as of December 30, 2005. In a press release dated September 12, 2005, PSS World Medical, Inc. announced that the Company, its subsidiary Gulf South Medical Supply, Inc. (""ulf South""), and certain current and former officers and directors have reached an agreement in principle with the Plaintiff and the certified class of persons who held Company stock on March 26, 1998, to settle all claims in the shareholder securities class action litigation styled Jack Hirsch v. PSS World Medical, Inc., et. al., Case No. 3:98-CV-502-J-32TEM, pending in the United States District Court for the Middle District of Florida, Jacksonville Division. This litigation was originally filed in May 1998 and arose out of the Company's 1998 acquisition of Gulf South and the subsequent restatements of its financial results for previous years. The Company will establish a pre-tax reserve of $16.5 million to settle the litigation, of which $13.2 million will be recovered through existing insurance policies. The Company had previously established a $2.6 million pre-tax reserve to cover potential uninsured losses relating to this matter.  As summarized in the latest docket posted, on October 14, 1998, the Court entered the Order by U.S. District Judge Ralph W. Nimmons Jr. appointing lead plaintiff and lead counsel.  On December 11, 1998, the plaintiffs filed an Amended Class Action Complaint and the defendants responded by filing motions to dismiss in January 1999. On February 10, 2000, the Court entered the Order granting the motions to dismiss the Amended Class Action Complaint with leave to amend.  A Second Amended Class Action Complaint was filed by the plaintiffs on March 15, 2000.   The defendants responded by filing motions to dismiss in May 2000.  On December 18, 2002, the Court entered the Order by U.S. District Judge Timothy J. Corrigan granting in part and denying in part the motions to dismiss the Second Amended Complaint with prejudice.  On January 17, 2003, the plaintiffs filed a Third Amended Complaint, terminating one of the individual defendants, and the defendants filed motions to dismiss the Third Amended Complaint.   On May 21, 2003, the Court entered the Order denying the motions to dismiss the Third Amended Complaint.  On September 16, 2003, the case was referred to mediation. On February 19, 2004, Judge Timothy J. Corrigan granted the motion for class certification.  The original Complaint charges PSSI and certain of its officers and directors with violating the federal securities laws.  Plaintiff claims that defendants issued false and misleading statements.  Plaintiff alleges that defendants' misstatements artificially inflated the price of PSSI.ii",NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0
103004,QLTY,7/1/2005,2/2/2004,2005,7,515,4213,6.2441669,8.15,QLTY,"On October 3, 2005, the Court entered the Order signed by U.S. District Judge Susan C. Bucklew granting the motion to certify the class sand approve the settlement.  The Court also entered the Order granting the motion for attorneys' fees and costs.  Judgment was entered in favor of the plaintiff on October 4, 2005.  On October 17, 2005, the Court entered the Order granting the motion to vacate judgment. According to the Notice of Pendency and Settlement of Class Action dated July 1, 2005, asettlement hearing will be held on September 23, 2005 at 9 a.m., before the Honorable Susan C. Bucklew, United States District Judge, at the Sam M. Gibbons United States Courthouse & Federal Building, 801 North Florida Avenue, Tampa, Florida 33602  (the Settlement Hearing).  The Settlement Hearings purpose will be to determine:  (1) whether the Settlement, consisting of an $8,150,000 cash fund, plus accrued interest for the benefit of the Class, should be approved as fair, just, reasonable and adequate (2) whether the proposed plan to distribute the Settlement proceeds described herein (the Plan of Allocation) is fair, just, reasonable, and adequate  (3) whether Lead Plaintiff and Lead Counsel have adequately represented the Class (4) whether Plaintiffs Counsels application for an attorneys fees and expenses award should be approved and (5) whether the Action should be dismissed with prejudice. As summarized by the same Notice, in or about February 2004, two class action complaints were filed in the United States District Court for the Middle District of Florida against QDI, Thomas L. Finkbiner and Samuel M. Hensley (the Named Defendants).  On May 11, 2004, the Court consolidated the pending actions.  On June 28, 2004, the Court appointed Jemmco Investment Management, LLC Lead Plaintiff and approved Jemmco??s choice of counsel, Bernstein Liebhard & Lifshitz, LLP as Lead Counsel and liaison counsel for the Class in this Action.  The Court initially required Lead Plaintiff to submit a consolidated, amended complaint by August 27, 2004, but in view of a scheduled mediation, the Court extended that deadline.  Before the mediation, Lead Plaintiff prepared a draft Consolidated Amended Complaint (the ??Complaint??), which names the Defendants as parties in the Action.  Under an agreed order, Lead Plaintiff was to file the Complaint on January 31, 2005.  Because the Parties signed a Memorandum of Understanding on January 18, 2005, they agreed to postpone the Complaint??s filing indefinitely. The original complaint charges Quality Distribution and cert""ndividuals with violations of Sections 11 and 15 of the Securities Exchange Act of  1933. On or about November 7, 2003, Quality Distribution commenced an initial  public offering of 7 million of its shares of common stock at an offering price  of $17.00 per share (the ""IPO""), thereby raising approximately $110.7 million.  In connection therewith, Quality Distribution filed a registration statement,  which incorporated a prospectus (the ""Prospectus""), with the SEC. The complaint  alleges that the Prospectus was materially false and misleading because Quality  Distribution materially overstated its financial results and its financial  statements were not prepared in accordance with Generally Accepted Accounting  Principles (""GAAP"").  Further, the complaint alleges that on February 2, 2004, the Company announced that it expected to take a fourth-  quarter charge and restate its results back to 2001 after discovering insurance  law violations at Power Purchasing Inc. (""PPI""), one of its subsidiaries. The  C",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
103717,QSFT,11/19/2009,7/3/2006,2009,11,1235,7370,7.1188264,0.50963,QSFT,"As summarized by the lead counsel??s website, Middlesex Retirement System has been selected by the United States District Court for the Central District of California as Lead Plaintiff and Wolf Popper LLP as Lead Counsel in the class action lawsuit against Quest Software, Inc. The action is pending before United States District Judge David O. Carter. ""e lawsuit alleges that Quest Software, Inc. and certain of its executives (??Quest??) violated Sections 10(b) and 20(a) of the Securities Exchange Act of 1934, and Rule 10b-5 promulgated thereunder, by failing to disclose and concealing through various false statements and omissions that they did not properly account for issuing stock option grants at prices which were below fair market value on the actual grant date. Consequently, the price of Quest stock was artificially inflated during the period November 9, 2001 through July 3, 2006. The First Amended Complaint was filed on March 26, 2007 and the defendants moved for dismissal on May 25, 2007. On October 22, 2007, Judge David O. Carter granted in part and denied in part the motion by the defendants to dismiss the First Amended Complaint.  On January 18, 2008, the plaintiff filed a Second Amended Complaint. On July 10, 2008, the judge granted in part and denied in part the defendants' motions to dismiss.  The order states, ""fendants' Motions to Dismiss are hereby DENIED, except that Plaintiff's ?? 20A claim is hereby DISMISSED against Defendants Doyle, Murdock and Garn. Defendants' Motion for Reconsideration is hereby DENIED AS MOOT. Defendants are hereby ORDERED to begin producing discovery posthaste.""Shortly after the judge's denial to dismiss the case, defendants filed answers to ",ACCOUNTING (OPTION DATING),1,0,0,0,0
103791,RAS,7/15/2009,7/31/2007,2009,7,715,6798,6.5722823,32,RAS,"The original complaint charges RAIT and certain of its officers and trustees with violations of the Federal Securities Laws. RAIT is a real estate investment trust, providing comprehensive debt financing options to the real estate industry including bridge and mezzanine loans, preferred equity investments, trust preferred securities (""TruPS"") and subordinated debt for private and corporate owners of commercial real estate, REITs and real estate operating companies and their intermediaries throughout the United States and Europe. According to the complaint, during the Class Period, defendants issued materially false and misleading statements that misrepresented and failed to disclose (i) RAIT's financial relationship with American Home Mortgage (""AHM"") that (ii) the payment to RAIT by American Home Mortgage of the TruPS was in jeopardy, which could result in at least a net exposure of $95 million, or $1.56 per share of book value and that (iii) RAIT had failed to adequately reserve for the risk of nonpayment of American Home Mortgage and the loss in value of the associated securities in an amount of approximately $95 million. On July 31, 2007, RAIT surprised the market by announcing that it did not receive payment from AHM of trust preferred securities due on July 30, 2007 from AHM, resulting in at least a net equity exposure of $95 million. The price of RAIT's common stock declined in reaction to this news from a close on July 30, 2007 of $16.06 to a close on July 31, 2007 of $10.36. On October 25, 2007, the judge entered an order consolidated related cases and appointing Brahman Capital, an employee-owned investment management firm, as lead plaintiff.  The first Consolidated Class Action Complaint, adding several additional individuals, underwriters and the company's independent auditor, was filed January 4, 2008.  Defendants filed motions for dismissal on March 10, 2008. On December 22, 2008 the judge entered an order granting in part and denying in part defendants' motions for dismissal.  Specifically, Counts Four, Five and Six of the complaint were dismissed without prejudice.  With respect to Plaintiffs?? claim alleging a duty to update or a duty to correct under Count One, defendants' motions were granted without prejudice.  Motions to dismiss Counts Two, Three, Seven and Eight were denied. On February 26, 2009, and March 4, 2009, defendants Grant Thornton LLP and Piper Jaffray & Co., respectively, filed motions for entry of judgment.  On April 24, 2009, Judge Legrome D. Davis granted the lead plaintiff??s motion to substitute their counsel.  On June 29, 2009, Judge Davis denied without prejudice the motions for entry of judgme",CREDIT CRISIS (FINANCIAL INSTITUTION),0,0,1,0,0
102303,RCII,10/30/2007,10/8/2001,2007,10,2213,7350,7.7021046,3.6,RCII,"According to an article dated April 1, 2008, on Feb. 6, 2008, the settlement to resolve this putative securities class action received final approval from the court, according to the company's Feb. 28, 2008 Form 10-K filing with the U.S. Securities and Exchange Commission for the fiscal year ended Dec. 31, 2007.  In a press release dated November 30, 2007, the above-captioned action has been certified as a class action and that a settlement for $3.6 million has been proposed. A hearing will be held before the Honorable David Folsom in the United States Courthouse, 3rd Floor, 500 N. State Line Ave., Texarkana, Texas 75504, at 10:00 a.m., on Wednesday, February 6, 2008 to determine whether the proposed settlement should be approved by the Court as fair, reasonable, and adequate, and to consider the application of Plaintiffs' Counsel for attorneys' fees and reimbursement of expenses. As summarized by the Companys Form 10-Q for the quarterly period ended September 30, 2007, similar complaints were consolidated by the court with the Walker matter in October 2002. On November 25, 2002, the lead plaintiffs in the Walker matter filed an amended consolidated complaint which added certain of our outside directors as defendants to the Exchange Act claims. The amended complaint also added additional claims that we, and certain of our current and former officers and directors, violated various provisions of the Securities Act as a result of alleged misrepresentations and omissions in connection with an offering in May 2001 and also added the managing underwriters in that offering as defendants. On July 25, 2005, the court dismissed with prejudice the claims against our outside directors as well as the underwriter defendants, but denied our motion to dismiss. A hearing on class certification was held on June 22, 2006. On October 29, 2007, before the court ruled on class certification, we announced that we had reached a prospective settlement with the plaintiffs to resolve this matter. Under the terms of the settlement, which has now been documented and was preliminarily approved by the court on October 31, 2007, we anticipate our insurance carrier will pay an aggregate of $3.6 million in cash, which will be distributed to an agreed upon class of claimants who purchased our common stock from April 25, 2001 through October 8, 2001, as well as used to pay costs of notice and settlement administration, and plaintiffs attorneys fees and expenses. In connection with the settlement, neither we nor any officer and director defendants are admitting liability for any securities laws violations. The terms of the settlement are subject to obtaining final approval from the court. The original complaint charges Rent-A-Center and certain of its officers and directors with issuing a series of material misrepresentations to the market during the Class Period, thereby artificially inflating the price of Rent-A-Center publicly traded securities. For example, on April 25, 2001, Rent-A-Center issued a press release announcing record results for the first quarter of 2001 and highlighting the Company's resilience in a weakening economy. The representations in the press release were, according to the allegations of the complaint, materially false and misleading because the Company did not disclose that its expenses were rising dramatically as Rent-A-Center attempted to combat weakening demand with deep discounts and promotions. While in possession of this adverse non-public information, Rent-A-Center completed a secondary offering of 3,200,000 shares of its common stock at $42.50 per share on May 25, 2001. Defendants sold 1,700,000 Rent-A-Center shares in the secondary offering, gr",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
102795,REGN,9/9/2005,3/30/2003,2005,9,894,2830,6.7957058,4.7,REGN,"According to the Companys Form 10-K for the fiscal year ended December 31, 2005, on November 14, 2005, the United States District Court for the Southern District of New York approved the terms of a settlement between plaintiffs and Regeneron settling all claims against the Company in this lawsuit. The settlement requires no payment by the Company or any of the individual defendants named in the lawsuit. The Companys primary insurance carrier agreed to make the required payment under the settlement, the amount of which is immaterial to the Company. The settlement includes no admission of wrongdoing by Regeneron or any of the individual defendants. Separately, the plaintiffs and the individual defendants named in the lawsuit entered into a Stipulation of Voluntary Dismissal, which dismissed all claims against the individuals with prejudice. According to the Notice of Pendency of Class Action and Proposed Settlement dated September 9, 2005, a settlement fund in the amount of $4,700,000 has been established.  The Court will hold a Settlement Fairness Hearing at 9:30 a.m. on 14th day, November, 2005, at the Daniel Patrick Moynihan United States Courthouse, 500 Pearl Street, New York, New York 10007-1312. At this hearing the Court will consider whether the settlement is fair, reasonable and adequate. At the Settlement Fairness Hearing, the Court also will consider the proposed Plan of Allocation for the proceeds of the settlement and the motion of Plaintiffs Co-Lead Counsel for attorneys fees and reimbursement of expenses. As summarized by the same Notice, a number of other complaints were filed and the actions were subsequently consolidated by the Court under the caption In re Regeneron Pharmaceuticals, Inc. Securities Litigation, Civil Action No. 03 CV 3111 (RWS). On September 9, 2003, the Court appointed Sara and Joseph Katz, Terri D. Carroll, and Stanley D. Bazewicz as Lead Plaintiffs. The Court also approved the law firms of Milberg Weiss Bershad Hynes & Lerach LLP (now known as Milberg Weiss Bershad & Schulman LLP) and Stull Stull & Brody as Plaintiffs Co-Lead Counsel.  On November 1, 2003, Lead Plaintiffs filed a Consolidated Amended Class Action Complaint (the Complaint). On December 23, 2003, the Defendants filed a motion to dismiss the Complaint, which was denied by the Court in its Opinion and Order filed February 3, 2005. On April 7, 2005, the Defendants served their Answer to the Complaint in which they denied all substantive allegations of wrongdoing and asserted a number of affirmative defenses.  In March 2005, Lead Plaintiffs and Defendants began pretrial discovery, which has included the exchange of initial disclosures and the production of documents from a number of non-parties, including investment analysts.  On June 3, 2005, the parties submitted their dispute to private mediation before retired United States District Judge Nicholas H. Politan. At the conclusion of the mediation, the parties reached a preliminary agreement in principle on the terms of a settlement.   The original complaint charges that defendants violated Sections 10(b) and 20(a)  of the Securities Exchange Act of 1934, and Rule 10b-5 promulgated  thereunder, by issuing a series of materially false and misleading  statements to the market between March 28, 2000 and March 30, 2003.  Regeneron is a biopharmaceutical company that discovers, develops and  i",FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0
104354,RGR,1/25/2012,10/29/2007,2012,1,1549,3484,7.345365,3,RGR,"The complaint alleges that, during the Class Period, defendants made positive statements about the Companys revenues and earnings. As alleged in the complaint, these statements were materially false and misleading because defendants misrepresented and/or failed to disclose the following adverse facts, among others: (i) that the reductions in inventory balances by Sturm Ruger in the first and second quarters of 2007 had reduced the Companys parts and components inventories below efficient levels, preventing Sturm Rugers manufacturing units from meeting production and shipment schedules and resulting in the Companys inability to sustain current or historical sales levels (ii) that Sturm Rugers backlog of unfilled purchase orders was materially inflated because of the Companys inability to meet current production and shipping schedules due to inventory shortages (iii) that orders received from the Companys   independent distributors were artificially boosted by the Companys mandated change to firm and noncancellable purchase order submissions and were not reflective of actual demand for the Companys products (iv) that Sturm Ruger??s independent distributors were carrying large quantities of the Company??s unsold products, increasing the risk that these distributors would reduce or curtail their future purchases and (v) that based on the above, defendants had no reasonable basis for their positive statements and opinions concerning Sturm Ruger??s current financial performance and condition. The truth came out on October 24, 2007, when the Company announced that its firearm sales for the third quarter of 2007 fell 26%, resulting in a loss of $0.03 per share, and that sales had declined due to inventory issues at its distributor",FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0
103642,RMBS,3/4/2008,6/27/2006,2008,3,616,3670,6.4232469,18,RMBS,"On May 14, 2008 the Final Order and Judgment of Dismissal was entered, terminating the case.  On the same day, the judge granted approval for the allocation of settlement funds and provided attorneys' fees and expenses at $4,583,328.25 (25% of the settlement fund including interest accrued from March 6, 2008), and $282,788.49. According to a press release dated March 13, 2008, Memory-chip maker Rambus Inc. has put to rest a multidistrict securities class action alleging that company executives illegally backdated stock options to the tune of $18.3 million. Judge Jeremy Fogel of the U.S. District Court for the Northern District of California on March 5 granted preliminary approval to a stipulation outlining the settlement, though the order was not docketed until March 12. A final approval hearing has been scheduled for May 14. Judge Fogel also preliminarily certified the proposed class, which comprises purchasers of Rambus stock from Dec. 12, 2001, to July 18, 2006, for purposes of the settlement. The stipulation, signed by all parties between Feb. 29 and March 4, describes a deal that releases all defendants  including Rambus, several board members and executives, and auditor PricewaterhouseCoopers Plc  in exchange for $18 million, prejudgment interest of $333,313 and post-judgment interest. On July 21, 2006, the plaintiffs filed an Amended Complaint.  On November 9, 2006, the Court entered the Order by Judge Jeremy Fogel granting the Motion Of Ronald L. Schwarcz For Appointment Of Lead Plaintiff And For Appointment Of Lead Plaintiff's Counsel. On February 14, 2007, a Consolidated Amended Class Action Complaint was filed. On April 2, 2007, Rambus and the individual defendants filed with the Court motions to dismiss the Complaint. On May 7, 2007, Defendant PricewaterhouseCooper filed a motion to dismiss the Complaint. In a press release dated September 7, 2007 Rambus Inc. (Nasdaq:RMBS) announced that it has reached a settlement in principle regarding the consolidated securities class action The original complaint alleges that Rambus and certain officers and directors violated Sections 10(b), 14(a) and 20(a) of the Securities Exchange Act of 1934 by making false and misleading statements and omissions concerning Rambus' improper and undisclosed practice of backdating options conferred on certain executives which made it appear that such options were issued on dates when the market price of Rambus stock was higher than the actual market price on the actual grant dates. This improper back",ACCOUNTING (OPTION DATING),1,0,0,0,0
