tic,settledate,cret_st,car_st,bhar_st,number,classend,ceyr,month,gap,lgap,settleamt,year,styr,gvkey,date,fyear_st,at_st,capx_st,ceq_st,dltt_st,dp_st,dt_st,ebit_st,revt_st,setp_st,txpd_st,wcap,xintd_st,mkvalt_st,sic,f_month,wcap_1_st,dwcap_st,ebit_1_st,fcf_st,fcf_1_st,size_st,debtratio_st,m2b_st,classification,accounting,secondary market & trading,financial intermediatary,non-accounting disclsoure and misrepresentation,others,fyear_ce,at_ce,capx_ce,ceq_ce,dltt_ce,dp_ce,dt_ce,ebit_ce,revt_ce,setp_ce,txpd_ce,wcap_ce,xintd_ce,mkvalt_ce,wcap_1_ce,dwcap_ce,ebit_1_ce,fcf_ce,fcf_1_ce,size_ce,debtratio_ce,m2b_ce,prc,vol,shrout,sprtrn,vt,share turnover,abnormal volume,abnormal share turnover,skewness,news_st,news_ce,news_winner_st,news_winner_ce,confounding,inst_hhi,inst_pct
SPNC,9/7/2010,4.06503669,1.42868696,1.17554101,104114,9/4/2008,2008,9,733,6.5971456,8.5,2010,2010,24853,12/31/2010,2010,93.695,3.877,74.498,0,9.386,0,2.621,117.917,0,0.187,40.512,0,171.2656,3845,12,32.958,7.554,-1.841,0.389,3.679,4.540044826,0,1.827905438,PRODUCT LIABILITY RELATED FRAUD,0,0,0,0,1,2008,107.096,5.133,90.984,0,6.893,0,0.022,104.01,0,0.433,32.668,0,83.6166,58.387,-25.719,0.056,27.068,-6.119,4.673725628,0,0.780763054,5.19,190696,33119,-1.1471,95251.55833,2.876039685,95444.44167,2.881863633,0,1,10,0,0,0,9.6299538,56.4107242
GILD,6/28/2010,-2.7645955,3.34287731,3.16402867,102914,10/28/2003,2003,6,2435,7.7977018,8.25,2010,2010,24856,12/31/2010,2010,11592.63,61.884,5863.729,2838.573,127.14,3477.564,4138.247,7949.42,0,1129.577,3243.132,0,29064.4075,2836,12,2940.927,302.205,3589.54,2771.721,2859.581,9.35812483,0.24486014,2.507145272,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.77,6638497,889915,-0.2034,12824576.15,14.41101246,-6186079.15,-6.95131462,0,16,38,1,1,0,2.0944736,83.9801757
PLMD,5/9/2007,-2.1185309,1.18170811,1.08329545,101644,11/17/2000,2000,5,2364,7.7681103,5.5,2007,2007,25000,3/31/2007,2006,477.446,10.135,161.916,238.711,24.347,239.515,63.978,675.487,-1.533,12.307,117.86,0,961.5683,5961,3,120.862,-3.002,62.283,68.885,82.018,6.168451065,0.499974866,2.013983361,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.64,117474,22716,0.3223,228701.2417,10.06784829,-111227.2417,-4.896427261,0,0,8,0,0,0,2.6080609,112.2701705
EP,10/26/2006,-1.4367802,8.0373856,7.48718488,102509,5/29/2002,2002,10,1611,7.3846102,273,2006,2006,4242,12/31/2006,2006,27261,2164,3436,13329,1047,0,1427,4281,0,77,1016,0,10651.963,4922,12,473,543,-101,-310,-133,10.21321239,0.488940244,0.390739995,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.93,5154700,695949,0.4963,5763833.333,8.281976601,-609133.3333,-0.875255706,0,11,122,1,1,0,3.4031051,74.2176796
STEL,8/24/2005,12.64979747,11.37135989,11.87441191,102857,4/1/2002,2002,8,1241,7.123673,12,2005,2005,65483,12/31/2005,2005,1505.184,0,136.105,40.619,3.608,0,0,95.728,0,0,0,0,258.4432,6020,12,0,0,33.634,0,0,7.316670429,0.026986069,0.171702064,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47,71666,28005,-0.6554,126278.7333,4.509149557,-54612.73333,-1.950106529,0,0,0,0,0,0,5.9443927,59.2587962
ADAT,1/27/2011,-6.3829784,30.37681127,22.97353311,103450,5/27/2005,2005,1,2071,7.635787,1.9,2011,2011,25241,6/30/2011,2011,10.835,0.611,4.474,0,1.169,0,-7.151,2.795,0,0,4.939,0,55.5876,7372,6,2.554,2.385,-8.841,-8.978,-4.086,2.382781635,0,5.130373789,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005,79.709,1.252,72.359,0.004,1.44,0.076,-14.18,17.553,0,0.001,60.006,0,91.5013,72.557,-12.551,-9.581,-1.442,0,4.378382503,5.02E-05,1.147941889,0.45,106486,45986,0.2244,85372.875,1.856497086,21113.125,0.459120711,0,0,2,0,0,0,24.8392975,13.7826817
SHFL,2/2/2010,-0.7633555,5.8056816,6.03626486,103771,3/12/2007,2007,2,1058,6.9641356,13,2010,2010,25980,10/31/2010,2010,303.96,25.249,186.148,66.262,22.868,66.262,38.042,201.302,-2.2,6.11,58.628,0,504.8465,3990,10,59.272,-0.644,25.075,30.195,-22.5,5.716896114,0.217995789,1.660897816,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2007,359.767,12.859,87.634,232.698,19.421,236.63,24.582,178.851,0,8.475,61.768,0,481.5086,-18.895,80.663,42.061,-57.994,114.367,5.8854566,0.646801958,1.338390125,9.09,1941072,53608,1.2973,390044.7417,7.275868185,1551027.258,28.93275739,0,0,0,0,0,0,4.145178,83.492915
CRY,8/29/2005,10.1671314,21.89457081,21.72670711,102490,6/26/2002,2002,8,1160,7.0561752,23.25,2005,2005,27823,12/31/2005,2005,76.809,0.989,50.618,0,4.759,0.554,-8.574,69.282,-10.664,0.216,23.922,0,82.4646,3842,12,19.689,4.233,-21.819,-9.253,37.7,4.341321821,0,1.073631996,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,65000,23714,0.5958,111905.8333,4.718977538,-46905.83333,-1.977980658,0,12,14,1,1,0,7.375782,52.5659863
APSG,4/2/2009,-3.0436959,-12.7803669,-13.6540513,103393,2/22/2005,2005,4,1500,7.3132205,2.7,2009,2009,27997,10/31/2009,2009,171,5.415,139.025,2.5,6.361,3.929,22.87,202.615,0,8.668,87.185,0,270.6934,3663,10,82.614,4.571,12.787,10.577,0.843,5.141663557,0.014619883,1.583002339,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005,134.323,6.882,97.932,8.215,3.994,9.644,14.831,156.061,0,4.466,63.188,0,197.8205,76.659,-13.471,17.37,20.948,2175.12,4.900247347,0.061158551,1.472722467,21.48,165003,12984,2.8727,139447.8167,10.73997356,25555.18333,1.96820574,0,1,10,0,0,0,4.3357134,74.763262
JAH,1/20/2009,-6.2447321,42.69424396,35.01422104,103569,1/11/2006,2006,1,1105,7.0076008,8,2009,2009,27980,12/31/2009,2009,6023.6,107.4,1766.8,2145.9,130.3,2416.2,462.1,5152.6,0,64.3,1503.5,0,2788.082,3089,12,1374.7,128.8,489.1,291.9,347.5,8.703440366,0.356248755,0.462859752,ACQUISITION RELATED FRAUD,0,0,0,0,0,2006,3882.6,68.8,1257.4,1421.8,66.4,1441,352.6,3846.3,0,32.9,839.6,0,2490.964,749.92,89.68,217.606,227.62,-373.088,8.264260311,0.366197909,0.641571112,10.47,1504100,76562,-5.2816,1317008.333,17.20185384,187091.6667,2.443662217,0,0,10,0,0,0,4.0652081,94.8491053
SCON,3/22/2005,-26.0789213,-20.3957691,-18.0593336,103055,3/1/2004,2004,3,386,5.9558372,4,2005,2005,27913,12/31/2005,2005,52.045,0.261,47.257,0.014,2.877,0.033,-12.568,24.209,0,0,17.218,0,53.6786,3670,12,16.146,1.072,-24.914,0,0,3.952108729,0.000268998,1.031388222,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,62.358,1.812,49.249,0.033,3.463,0.076,-24.914,23.004,0,0,16.146,0,149.7183,85.401,-69.255,8.865,0,7.337,4.132891972,0.000529202,2.400947753,0.67,718256,107711,-1.0196,2210981.092,20.52697581,-1492725.092,-13.85861325,0,0,10,0,0,0,22.3408675,14.7992276
SGY,1/11/2010,-12.1228115,0.29438997,-0.344894,103546,10/6/2005,2005,1,1558,7.3511581,10.5,2010,2010,28564,12/31/2010,2010,1679.09,404.716,430.357,575,282.67,575,161.567,654.268,0,26.525,30.382,42.975,1064.3029,1311,12,26.137,4.245,-276.614,8.751,-172.463,7.426007259,0.342447397,0.63385697,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2005,2140.317,494.125,944.123,563,241.426,563,232.467,632.852,0,0,16.506,0,1236.7769,-28.598,45.104,222.015,-65.336,473.979,7.668709228,0.263045147,0.577847534,19.05,674300,48244,0.1747,1319126.667,27.34281292,-644826.6667,-13.36594533,0,16,6,1,0,0,3.2779106,72.8477842
CASH,1/5/2012,1.22634351,-4.6534905,-5.5484147,104582,10/12/2010,2010,1,450,6.1092477,2.1,2012,2012,28866,9/30/2012,2012,1648.898,0,145.859,18.81,0,0,0,106.871,0,0,0,0,132.017,6035,9,0,0,57.391,0,0,7.407862465,0.011407619,0.080063776,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2010,1029.766,0,72.044,21.31,0,0,0,136.527,0,0,0,0,99.552,0,0,0,0,0,6.937086871,0.020694022,0.09667439,15.9,1224,3191,0.2944,3608.841667,1.1309438,-2384.841667,-0.747364985,0,1,10,0,0,0,21.1525131,29.1634284
DYII,10/18/2006,-16.6666669,-88.863333,-120.8406392,102944,12/18/2003,2003,10,1035,6.9421568,1.5,2006,2006,25312,8/31/2006,2006,71.273,0.379,54.219,0,2.356,0,-2.306,35.989,-0.896,0,2.906,0,31.482,8060,8,7.34,-4.434,-5.286,4.105,2.261,4.266517574,0,0.441710044,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,500,15741,0.14,3274.225,0.208006162,-2774.225,-0.17624198,0,0,17,0,1,0,42.9659373,1.7915571
ZLC,2/29/2008,19.59286916,22.42623416,22.89838249,103643,5/5/2006,2006,2,665,6.4997869,5.9,2008,2008,11669,7/31/2008,2008,1422.622,85.137,598.8,326.306,60.244,326.306,11.731,2138.041,0,1,642.359,0,699.2574,5944,7,797.86,-155.501,110.311,141.339,-79.093,7.260256927,0.229369432,0.491527194,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006,1462.568,82.718,801.249,202.813,59.771,202.813,167.713,2438.977,13.403,61.917,646.115,0,1233.7361,590.731,55.384,178.903,27.465,116.666,7.287949074,0.138669108,0.843541018,19.32,1699100,44606,-2.709,1236220.575,27.71422174,462879.425,10.37706643,0,24,12,1,1,0,5.0493492,153.7868583
OMG,6/24/2005,-7.3333368,-19.5653331,-20.4491197,102612,10/30/2002,2002,6,968,6.8752322,92.4,2005,2005,29001,12/31/2005,2005,1220.273,25.189,536.533,416.096,48.9,421.846,48.846,1249.609,27.5,37,437.069,0,549.8181,3341,12,-12.937,450.006,208.272,-414.449,0,7.106829883,0.340985992,0.45056975,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.16,400300,28480,-0.7629,353884.1667,12.4257081,46415.83333,1.629769429,0,0,21,0,1,0,4.1638308,87.9039922
MATK,12/14/2007,17.63534271,17.19781722,16.51291066,103430,4/27/2005,2005,12,961,6.8679743,6,2007,2007,29278,10/31/2007,2007,596.695,12.189,531.727,8.686,26.466,9.364,42.514,306.813,0,0.53,149.345,0,987.8648,2833,10,120.182,29.163,29.783,27.098,44.299,6.391406095,0.014556851,1.655560714,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2006,597.973,10.902,492.575,45.372,21.672,46.042,29.783,270.654,0,0.28,120.182,0,762.7403,124.208,-4.026,22.945,44.299,-73.755,6.393545602,0.075876336,1.275543043,28.11,682932,32336,-1.3746,378588.3583,11.70795269,304343.6417,9.411913708,0,24,19,1,1,0,3.9864185,92.5689378
MED,7/14/2005,117.6470616,89.98746755,122.2210362,103721,2/11/2002,2002,7,1249,7.1300983,0.4,2005,2005,29517,12/31/2005,2005,30.12,1.672,21.697,3.977,2.266,4.538,3.549,40.129,0,1.983,9.995,0,65.8773,2090,12,7.465,2.53,3.004,-0.37,183.92,3.405189403,0.132038513,2.187161355,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,404600,12173,0.2624,86178.33333,7.079465484,318421.6667,26.15802733,0,7,0,1,0,0,26.8353046,3.6176045
VRTS,2/18/2005,-0.0820284,7.15810816,6.81534866,102679,1/16/2003,2003,2,764,6.6385679,35,2005,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.49,3044017,423071,0.07,9749913.625,23.04557302,-6705896.625,-15.85052302,0,0,0,0,0,0,2.691314,71.8286432
BZH,5/5/2009,36.93182409,-2.121941,-14.0569893,103735,3/27/2007,2007,5,770,6.6463904,30.5,2009,2009,29755,9/30/2009,2009,2029.41,7.034,196.555,1478.231,18.736,1508.899,-210.008,1005.212,-16,-162.8,0,0,222.4429,1531,9,0,0,-695.308,0,0,7.615500389,0.728404315,0.10960964,CREDIT CRISIS (BUILDERS),0,0,1,0,0,2007,3930.021,29.474,1323.722,1723.059,33.594,1857.249,-553.146,3490.819,0,15.8,0,0,323.9115,0,0,606.075,0,0,8.276400048,0.438435062,0.082419789,3.57,5212600,39254,-0.3792,1639175,41.75816477,3573425,91.03339787,0,13,53,1,1,0,6.4742035,50.0859097
ARTX,1/7/2010,18.47770564,43.03055489,41.22770488,103737,11/14/2005,2005,1,1515,7.3231707,2.9,2010,2010,29762,12/31/2010,2010,83.637,1.321,52.484,1.035,2.898,2.492,-0.774,73.741,-0.303,0.19,15.397,0,24.7861,3690,12,15.366,0.031,0.167,0.582,3.768,4.426486006,0.012374906,0.296353289,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2005,84.869,1.225,46.265,8.591,1.374,20.686,-9.045,49.045,0,0.737,10.823,0,32.0331,7.216,3.607,-3.863,-13.24,0,4.441108891,0.101226596,0.377441704,1.99,122585,14406,0.4001,68924.61667,4.784438197,53660.38333,3.724863483,0,1,2,0,0,0,20.3751068,11.4350056
SNIC,10/12/2009,5.56493159,-22.9085243,-28.5359786,103841,5/17/2007,2007,10,879,6.7787848,5,2009,2009,29709,3/31/2009,2008,66.737,1.788,26.644,0.161,5.883,0.291,-11.645,119.958,0,0.786,1.296,0,31.9128,7372,3,36.828,-35.532,-0.117,27.196,3.673,4.200759522,0.002412455,0.478187512,ACCOUNTING (OPTION DATING),1,0,0,0,0,2007,210.049,2.134,144.602,0,7.693,0,-0.117,132.874,0,0.73,36.828,0,254.596,35.789,1.039,15.956,3.673,38.125,5.347340837,0,1.212079086,5.79,113404,26744,0.4386,234109.4833,8.753719837,-120705.4833,-4.513366861,0,6,13,1,1,0,6.0587973,72.967444
CBR,11/26/2013,17.45561785,12.07052929,13.23560585,104798,8/3/2011,2011,11,846,6.7405195,3,2013,2013,29900,12/31/2013,2013,557.818,5.213,352.535,0,5.797,0.053,17.442,877.293,0,5.714,85.928,0,313.7499,7370,12,105.468,-19.54,22.373,31.852,8.388,6.324032744,0,0.562459261,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2011,625.07,15.364,357.166,41.38,12.718,66.951,19.698,990.326,0,8.616,92.818,0,280.1125,132.364,-39.546,14.95,47.982,18.727,6.437863643,0.066200586,0.448129809,3.8,164600,75448,0.015,235060.8333,3.115534319,-70460.83333,-0.933899286,0,2,15,0,1,0,6.4156447,65.5423412
IBIS,1/25/2007,-4.7297333,27.76037109,22.82756191,102959,12/12/2003,2003,1,1140,7.0387836,1.9,2007,2007,30233,12/31/2007,2007,9.763,0.012,9.031,0,1.512,0,-7.636,0.951,0,0,7.304,0,6.1563,9995,12,7.494,-0.19,-0.799,0,0,2.27859973,0,0.630574618,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,59721,10915,-1.127,78416.74167,7.184309818,-18695.74167,-1.712848526,0,0,5,0,0,0,13.2999438,12.1909317
JOSB,2/9/2010,5.60570254,1.05899522,0.92948994,103644,6/7/2006,2006,2,1343,7.202661,4,2010,2010,30138,1/31/2010,2009,556.364,16.333,393.31,0,22.382,0,117.403,770.316,0,44.893,323.26,0,769.0904,2300,1,246.127,77.133,96.729,1.426,-15.39,6.321422756,0,1.382351123,FAILURE OF DISCLOSURE (NON-ACCOUNTING),0,0,0,1,0,2006,368.392,31.141,208.234,0.412,15.809,0.412,73.095,546.385,0,25.318,136.562,0,558.5184,96.21,40.352,61.795,-7.907,8.346,5.909147589,0.001118374,1.516098069,40.82,201850,18351,1.304,375588.8333,20.46694095,-173738.8333,-9.46754037,0,0,14,0,1,0,3.9123602,103.3431265
NPSP,2/26/2009,-42.7444789,-27.6827942,-19.5338432,103637,5/2/2006,2006,2,1031,6.9382844,15,2009,2009,30255,12/31/2009,2009,159.592,0.248,-222.799,290.194,0.154,338.708,27.726,84.147,0,0,71.28,0,164.6552,2836,12,96.607,-25.327,47.905,52.959,53.268,5.072620558,1.818349291,1.031725901,PRODUCT LIABILITY RELATED FRAUD,0,0,0,0,1,2006,224.74,1.302,-193.244,365.533,6.487,384.577,-76.463,48.502,0,0,145.222,0,209.3947,233.907,-88.685,-154.399,17.407,-93.002,5.414944178,1.626470588,0.931719765,4.77,224522,47467,-1.578,535010.1167,11.2712014,-310488.1167,-6.541136298,0,1,21,0,1,0,7.1626545,83.2267601
PSSI,10/19/2005,6.35294418,9.91173986,9.74944544,101268,5/8/1998,1998,10,2721,7.9087548,16.5,2005,2005,30161,3/31/2005,2004,646.358,25.931,276.818,150,18.778,150,58.959,1473.769,2.6,1.969,228.583,0,738.6179,5047,3,636.686,-408.103,106.426,457.94,8.652,6.47135353,0.232069534,1.14273808,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.93,465782,65956,1.4956,467618.1667,7.089850304,-1836.166667,-0.027839267,0,7,8,1,0,0,2.7194153,87.959794
MCK,2/11/2005,4.05292015,4.92926721,4.95141582,100459,4/27/1999,1999,2,2117,7.6577554,960,2005,2005,7171,3/31/2005,2004,18775,139.9,5275.1,1201.7,135.1,1210.5,980.3,80514.6,-1158.8,131.7,3539.7,0,11298.575,5122,3,2350,1189.7,2350,-345.9,2085,9.840281477,0.064005326,0.601788282,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.34,1478400,293916,0.6926,1918580,6.527647355,-440180,-1.497638781,0,6,11,1,0,0,6.2818562,80.8733727
UHAL,7/24/2006,-11.9802448,-20.0790608,-19.6021072,102698,9/26/2002,2002,7,1397,7.2420826,7,2006,2006,1393,3/31/2006,2005,3367.218,344.382,695.604,1010.314,142.817,1041.866,305.381,2106.626,0,43.3,0,0,2106.5765,7510,3,0,0,166.996,0,0,8.121842163,0.300044131,0.62561334,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.57,117460,21285,1.6625,71277.8,3.34873385,46182.2,2.169706366,0,2,29,0,1,0,7.2250198,27.4452995
VECO,8/16/2007,2.94117639,4.5384838,4.76829654,103365,2/10/2005,2005,8,917,6.8211074,5.5,2007,2007,11124,12/31/2007,2007,529.334,9.092,273.677,121.035,13.6,146.585,-4.885,402.475,0,1.618,174.516,0,531.4608,3559,12,248.06,-73.544,23.044,71.549,14.413,6.271619613,0.228655254,1.004017879,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2005,567.86,11.676,248.587,229.205,29.811,229.58,12.468,410.19,0,3.8,229.65,0,520.9398,216.802,12.848,-7.557,13.955,-78.771,6.341874909,0.403629416,0.917373648,16.06,852148,31740,0.3249,519300.75,16.36108223,332847.25,10.48668084,-1,4,11,1,0,0,3.5374453,87.2043489
SWC,5/2/2007,-10.8843498,-9.8841315,-10.0610794,102390,4/1/2002,2002,5,1857,7.5267177,2.55,2007,2007,31203,12/31/2007,2007,742.407,87.876,517.404,126.841,83.272,128.05,-14.929,619.215,0,0,195.842,0,892.6323,1090,12,198.749,-2.907,7.936,-16.626,-5.118,6.60989761,0.170851029,1.202348981,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39,623450,91636,0.6472,696321.25,7.598773953,-72871.25,-0.79522513,0,6,9,1,0,0,8.0261266,38.290133
RCII,10/30/2007,-9.5833316,4.67063306,4.01516942,102303,10/8/2001,2001,10,2213,7.7021046,3.6,2007,2007,31460,12/31/2007,2007,2626.943,101.961,947.091,1272.77,648.893,1272.77,301.3,2902.221,-58.35,19.759,0,0,968.5421,7350,12,0,0,295.244,0,0,7.873576092,0.484506135,0.368695514,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.08,1549396,66885,-0.6463,888982.675,13.29121141,660413.325,9.873862974,0,7,7,1,0,0,3.7692102,116.9143355
BRKS,6/24/2008,-15.0423645,11.79026189,9.40836718,103629,5/22/2006,2006,6,764,6.6385679,7.75,2008,2008,31477,9/30/2008,2008,663.638,23.439,541.995,0,34.538,0,-28.012,526.366,1.4,2.167,235.795,0,531.5539,3559,9,336.724,-100.929,47.459,81.849,-30.209,6.49773682,0,0.800969655,ACCOUNTING (OPTION DATING),1,0,0,0,0,2006,992.577,17.954,799.134,0.002,31.664,0.013,46.431,692.87,0,6.28,252.633,0,984.3876,168.231,84.402,12.224,-30.541,139.081,6.900304591,2.01E-06,0.991749355,9.02,805630,63488,-0.2815,798846.2417,12.58263359,6783.758333,0.106851032,0,4,14,1,1,0,4.4783275,94.6117261
HLIT,2/7/2007,-0.7891734,-12.3746333,-13.1139098,101453,6/26/2000,2000,2,2417,7.7902822,15,2007,2007,31843,12/31/2007,2007,475.779,5.868,334.413,0,11.999,0,27.452,311.204,-6.4,1.716,283.276,0,982.7306,3663,12,97.398,185.878,4.52,-154.011,27.99,6.164953461,0,2.065519075,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35,1166177,78386,0.1395,1106270.925,14.11311873,59906.075,0.764244572,0,4,19,1,1,0,3.5788478,57.8883921
ADEX,7/10/2006,-0.9885687,-4.224923,-4.1055635,103639,6/13/2006,2006,7,27,5.4116459,0,2006,2006,61427,4/30/2006,2005,177.462,1.45,150.117,3.244,1.744,3.431,17.127,103.448,0,0.381,138.886,0,446.8192,3825,4,116.641,22.245,23.571,-5.205,0,5.178756501,0.01827997,2.517830296,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.46,110198,14493,0.147,238806.9333,16.47739828,-128608.9333,-8.873865544,0,7,1,1,0,0,5.4536841,67.4007864
ESST,4/30/2007,-7.9136702,3.94172785,3.1089952,102563,9/12/2002,2002,4,1691,7.4330754,3.5,2007,2007,61396,12/31/2007,2007,91.373,0.611,47.765,0,3.567,0,-5.027,68.331,0,0.43,55.918,0,47.2749,3674,12,20.975,34.943,-60.785,-37.444,-19.785,4.51495003,0,0.517383691,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,471819,35511,-0.7831,349234.2333,9.834536716,122584.7667,3.452022378,0,0,13,0,1,0,12.4403108,31.6959111
NWPX,9/24/2012,-6.2953062,-3.4044094,-3.4881105,104404,11/11/2009,2009,9,1048,6.954639,12.5,2012,2012,61635,12/31/2012,2012,422.422,16.789,259.432,63.069,16.267,72.078,27.56,524.503,0,5.007,167.392,0,223.8784,3317,12,170.614,-3.222,32.823,25.253,28.537,6.046004814,0.149303303,0.529987548,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2009,391.237,22.692,246.299,51.722,7.008,57.844,-8.409,278.654,0,-0.162,122.344,0,248.3207,223.248,-100.904,58.492,76.973,-15.493,5.969313514,0.132201198,0.634706584,26.1,31813,9383,-0.2233,53694.24167,5.722502576,-21881.24167,-2.33200913,0,0,7,0,0,0,7.0403702,89.1237384
HIG,8/28/2009,19.41224386,-0.9247489,-1.800014,103279,10/13/2004,2004,8,1780,7.4843688,3.85,2009,2009,61739,12/31/2009,2009,307717,0,14905,6608,261,0,0,24813,0,0,0,476,0,6331,12,0,0,-3058,0,0,12.63693581,0.021474277,0,BID RIGGING (INSURANCE KICKBACKS ALLEGATIONS),0,0,0,0,1,2004,259735,0,14238,4308,274,0,0,22748,0,0,0,251,0,165.683,0,11.814,0,39.363,12.46741716,0.016586136,0,24.16,18891000,328158,-0.1988,22055623.33,67.21037833,-3164623.333,-9.643596479,0,8,26,1,1,0,3.5659996,70.0639839
STKR,8/21/2007,6.66666069,-7.8651942,-9.215246,103445,11/9/2004,2004,8,1015,6.9226437,3.4,2007,2007,30209,12/31/2007,2007,34.038,0.986,9.499,15.339,3.245,17.252,-5.501,29.887,0,0.125,2.506,0,37.7849,3674,12,1.291,1.215,-3.682,-4.582,-1.107,3.527477548,0.450643399,1.110079911,NON-ACCOUNTING MISREPRESENTATIONS,0,0,0,1,0,2004,33.778,0.349,19.581,5.552,2.419,7.464,-7.873,17.653,0,0,2.141,0,32.2208,485.365,-483.224,132.703,0,-37.557,3.519809703,0.16436734,0.953898988,1.1,3250,35897,0.1086,116260.2583,3.238717952,-113010.2583,-3.148181139,-1,0,0,0,0,0,25.2470589,28.6787493
ARTC,2/9/2012,-20.1420266,-22.8104931,-22.7227463,103976,1/23/2008,2008,2,1478,7.2984452,74,2012,2012,61996,12/31/2012,2012,519.787,10.504,364.007,0,20.424,0,74.161,368.454,0,1.692,287.73,0,967.7244,3845,12,222.742,64.988,77.458,17.401,53.396,6.253419112,0,1.861771072,FAILURE OF DISCLOSURE ACCOUNTING IRREGULARITIES,1,0,0,0,0,2008,387.276,20.89,244.282,0,22.994,0,-1.584,314.181,0,4.553,41.197,0,127.6214,148.348,-107.151,53.175,103.118,14.684,5.959137617,0,0.329536041,31.26,130753,27590,0.1474,161217.975,5.843348133,-30464.975,-1.104203516,0,2,0,0,0,0,3.5461416,88.7332279
